Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-1|1|2|Neoplasia malignant|Mammary gland,MA: 0000145 - mammary gland|benign,MPATH: 268 - adenocarcinoma|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-2|1|2|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-3|1|2|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-4|1|2|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-5|1|3|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-6|1|5|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-7|1|7|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-8|1|7|Other deterministic changes|Lower respiratory system|n/a|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-9|1|9|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
2-1-1|Spam-WLM 0,n/a|1|n/a|none (controls)|0|working level months|Inhalation|historical controls before 12/31/81|1135 (1135 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Unknown|lifespan study rats before 12/31/81|2-1-1-10|1|9|Neoplasia malignant|Pancreas among hepato-pancreatic system diseases,MA: 0000120 - pancreas|,MPATH: 268 - adenocarcinoma|
