Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-1|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-2|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-3|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-4|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-5|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-6|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-7|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-8|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-9|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-10|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-11|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-12|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-13|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-14|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-15|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-16|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-17|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-18|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
5-8-1|n/a,STC KO|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|49 (49 in ERA)|Mouse|Mouse, NMRI|Female|Juvenile|osteosarcomas only|5-8-1-19|1|1|Other deterministic changes|Bone among musculo-skeletal system diseases|o|
