Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
16-1-1|n/a,n/a|1|90|X-rays whole body|8|grays|External exposure|Single exposure 4x4 cm field|4 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-2|n/a,n/a|1|90|X-rays whole body|15.4|grays|External exposure|Single exposure 4x4 cm field|4 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-3|n/a,n/a|1|90|X-rays whole body|18|grays|External exposure|Single exposure 4x4 cm field|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-4|n/a,n/a|1|90|X-rays whole body|20.7|grays|External exposure|Single exposure 4x4 cm field|18 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-5|n/a,n/a|1|90|X-rays whole body|23.4|grays|External exposure|Single exposure 4x4 cm field|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-6|n/a,n/a|1|90|X-rays whole body|26.1|grays|External exposure|Single exposure 4x4 cm field|2 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-7|n/a,n/a|1|245|X-rays whole body|18|grays|External exposure|Single exposure 4x4 cm field|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-8|n/a,n/a|1|245|X-rays whole body|20.7|grays|External exposure|Single exposure 4x4 cm field|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-9|n/a,n/a|1|245|X-rays whole body|23.4|grays|External exposure|Single exposure 4x4 cm field|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-10|n/a,n/a|1|364|X-rays whole body|18|grays|External exposure|Single exposure 4x4 cm field|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-11|n/a,n/a|1|364|X-rays whole body|20.7|grays|External exposure|Single exposure 4x4 cm field|17 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-1-12|n/a,n/a|1|364|X-rays whole body|23.4|grays|External exposure|Single exposure 4x4 cm field|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
