Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-4-1|n/a,n/a|1|n/a|reactor grade Pu-239|92.5|kilobecquerels per kilogram animal|Injection, intravenous|n/a|43 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-2|n/a,n/a|1|n/a|weapons grade Pu-239|92.5|kilobecquerels per kilogram animal|Injection, intravenous|n/a|43 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-3|n/a,n/a|1|n/a|reactor grade Pu-239|6.142|kilobecquerels initial or established lung burden|Injection, intratracheal|n/a|101 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-4|n/a,n/a|1|n/a|weapons grade Pu-239|6.142|kilobecquerels initial or established lung burden|Injection, intratracheal|n/a|98 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-5|n/a,n/a|1|n/a|reactor grade Pu-239|0.37|kilobecquerels initial or established lung burden|Injection, intratracheal|n/a|79 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-6|n/a,n/a|1|n/a|weapons grade Pu-239|0.37|kilobecquerels initial or established lung burden|Injection, intratracheal|n/a|97 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-7|n/a,n/a|1|n/a|reactor grade Pu-239|9.25|kilobecquerels per kilogram animal|Injection, intravenous|n/a|144 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-8|n/a,n/a|1|n/a|weapons grade Pu-239|9.25|kilobecquerels per kilogram animal|Injection, intravenous|n/a|136 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-9|n/a,n/a|1|n/a|none (controls)|0|kilobecquerels per kilogram animal|Injection, intravenous|n/a|114 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-10|n/a,n/a|1|n/a|solvent control|0|kilobecquerels per kilogram animal|Injection, intratracheal|nitric acid|61 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Organ weight, neoplastic and deterministic effects, and death rate at 14-15 months. Late effects, average life-span of animals, lethal time for 50% of animals (LT50), survival curve.|No information on individuals available for this study
19-4-11|n/a,n/a|1|n/a|reactor grade Pu-239|120|kilobecquerels per kilogram animal|Inhalation|7-236 kBq/kg|16 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-12|n/a,n/a|1|n/a|reactor grade Pu-239|120|kilobecquerels per kilogram animal|Inhalation|7-236 kBq/kg|5 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-12|n/a,n/a|2|n/a|gamma-rays Co-60|3.72|millisievert|External exposure|n/a|5 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-13|n/a,n/a|1|n/a|reactor grade Pu-239|120|kilobecquerels per kilogram animal|Inhalation|7-236 kBq/kg|11 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-13|n/a,n/a|2|n/a|gamma-rays Co-60|1.86|millisievert|External exposure|n/a|11 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-14|n/a,n/a|1|n/a|reactor grade Pu-239|120|kilobecquerels per kilogram animal|Inhalation|7-236 kBq/kg|15 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-14|n/a,n/a|2|n/a|gamma-rays Co-60|0.93|millisievert|External exposure|n/a|15 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-15|n/a,n/a|1|n/a|weapons grade Pu-239|105|kilobecquerels per kilogram animal|Inhalation|8-200 kBq/kg|8 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-15|n/a,n/a|2|n/a|gamma-rays Co-60|3.72|millisievert|External exposure|n/a|8 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-16|n/a,n/a|1|n/a|weapons grade Pu-239|105|kilobecquerels per kilogram animal|Inhalation|8-200 kBq/kg|3 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-17|n/a,n/a|1|n/a|weapons grade Pu-239|105|kilobecquerels per kilogram animal|Inhalation|8-200 kBq/kg|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-17|n/a,n/a|2|n/a|gamma-rays Co-60|1.86|millisievert|External exposure|n/a|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-18|n/a,n/a|1|n/a|weapons grade Pu-239|105|kilobecquerels per kilogram animal|Inhalation|8-200 kBq/kg|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-18|n/a,n/a|2|n/a|gamma-rays Co-60|0.93|millisievert|External exposure|n/a|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|sacrificed: 2,4,8,16,30,60,120 days after inhalationin vivo measured 1,2 weeks, 1,2,4 weeks (collection of excreta)
19-4-19|n/a,n/a|1|n/a|gamma-rays Co-60|3.72|millisievert|External exposure|n/a|7 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-20|n/a,n/a|1|n/a|gamma-rays Co-60|1.86|millisievert|External exposure|n/a|7 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-21|n/a,n/a|1|n/a|gamma-rays Co-60|0.93|millisievert|External exposure|n/a|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-22|n/a,n/a|1|n/a|reactor grade Pu-239|97|kilobecquerels per kilogram animal|Inhalation|7 - 188 kBq/kg|8 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-23|n/a,n/a|1|n/a|reactor grade Pu-239|153|kilobecquerels per kilogram animal|Inhalation|51-256 kBq/kg|11 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-23|n/a,n/a|2|n/a|gamma-rays Co-60|3.72|millisievert|External exposure|n/a|11 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-24|n/a,n/a|1|n/a|reactor grade Pu-239|81|kilobecquerels per kilogram animal|Inhalation|21-141kBq/kg|7 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-24|n/a,n/a|2|n/a|gamma-rays Co-60|1.86|millisievert|External exposure|n/a|7 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-25|n/a,n/a|1|n/a|reactor grade Pu-239|5.5|kilobecquerels per kilogram animal|Inhalation|2-9 kBq/kg|8 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-25|n/a,n/a|2|n/a|gamma-rays Co-60|0.93|millisievert|External exposure|n/a|8 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-26|n/a,n/a|1|n/a|weapons grade Pu-239|68|kilobecquerels per kilogram animal|Inhalation|0.4- 136 kBq/kg|26 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-27|n/a,n/a|1|n/a|weapons grade Pu-239|19|kilobecquerels per kilogram animal|Inhalation|8-30 kBq/kg|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-27|n/a,n/a|2|n/a|gamma-rays Co-60|3.72|millisievert|External exposure|n/a|9 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-28|n/a,n/a|1|n/a|weapons grade Pu-239|188|kilobecquerels per kilogram animal|Inhalation|22 - 355 kBq/kg|18 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-28|n/a,n/a|2|n/a|gamma-rays Co-60|1.86|millisievert|External exposure|n/a|18 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-29|n/a,n/a|1|n/a|weapons grade Pu-239|68|kilobecquerels per kilogram animal|Inhalation|11 - 125 kBq/kg|10 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
19-4-29|n/a,n/a|2|n/a|gamma-rays Co-60|0.93|millisievert|External exposure|n/a|10 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|at spontaneous deathPu-239 content in lung, trachea, bifurcational lymph nodes, liver, skeleton, heart, kidney, spleen, thyroid, pancreas, mesenteric lymph nodes, skeletal muscles, urine, feces. Integral weighted average absorbed doses in the body from internal alpha- and external gamma-radiation. Late sequels: inflammatory, sclerotic, and neoplastic changes; average life-span of animals.|No information on individuals available for this study
