Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1005-25-1|n/a,n/a|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|none|25 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-2|n/a,n/a|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|none|24 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-3|n/a,n/a|1|84|none (controls)|0|unit code not relevant|Inhalation|sham|24 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-4|n/a,n/a|1|84|none (controls)|0|unit code not relevant|Inhalation|sham|28 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-5|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|stable Ce dioxide|27 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-6|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|stable Ce dioxide|27 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-7|n/a,n/a|1|84|Ce-144 on FAS particles|1.9|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 0.26±0.25Gy|20 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-8|n/a,n/a|1|84|Ce-144 on FAS particles|1.9|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 0.26±0.25Gy|21 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-9|n/a,n/a|1|84|Ce-144 on FAS particles|9.2|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 1.2±0.4Gy|54 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-10|n/a,n/a|1|84|Ce-144 on FAS particles|9.2|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 1.2±0.4Gy|58 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-11|n/a,n/a|1|84|Ce-144 on FAS particles|46|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 6.8±1.7Gy|19 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-12|n/a,n/a|1|84|Ce-144 on FAS particles|46|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 6.8±1.7Gy|21 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-13|n/a,n/a|1|84|Ce-144 on FAS particles|230|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 46±12Gy|58 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-14|n/a,n/a|1|84|Ce-144 on FAS particles|230|kilobecquerels initial or established lung burden|Inhalation|Single exposure 94d, lung dose 46±12Gy|63 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-15|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|Stable Ce dioxide|19 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Old Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-16|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|Stable Ce dioxide|18 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Old Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-17|n/a,n/a|1|84|Ce-144 on FAS particles|46|kilobecquerels initial or established lung burden|Inhalation|Single exposure 500d, lung dose 8.5±5.0Gy|19 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Old Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-18|n/a,n/a|1|84|Ce-144 on FAS particles|46|kilobecquerels initial or established lung burden|Inhalation|Single exposure 500d, lung dose 8.5±5.0Gy|18 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Old Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-19|n/a,n/a|1|84|Ce-144 on FAS particles|230|kilobecquerels initial or established lung burden|Inhalation|Single exposure 500d, lung dose 36±18Gy|19 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Old Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-20|n/a,n/a|1|84|Ce-144 on FAS particles|230|kilobecquerels initial or established lung burden|Inhalation|Single exposure 500d, lung dose 36±18Gy|19 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Old Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-21|n/a,n/a|1|84|none (controls)|0|unit code not relevant|Inhalation|Sham|56 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-22|n/a,n/a|1|84|none (controls)|0|unit code not relevant|Inhalation|Sham|61 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-23|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|Stable Ce dioxide|20 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-24|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|Stable Ce dioxide|19 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-25|n/a,n/a|1|84|Ce-144 on FAS particles|1.9|kilobecquerels initial or established lung burden|Inhalation|Repeated exposure every 60d from 94 to 460d, lung dose 2.1±0.4Gy|20 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
1005-25-26|n/a,n/a|1|84|Ce-144 on FAS particles|1.9|kilobecquerels initial or established lung burden|Inhalation|Repeated exposure every 60d from 94 to 460d, lung dose 2.1±0.4Gy|27 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan study with histopathology,  lung burdens and retention  by serial sacrifice tissue and whole body counting|No information on individuals available for this study
