Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3814|1|269|Congestion,Fibrosis,Hemorrhage,Congestion,Congestion,Edema,Aplasia,Hypoplasia,|Liver,Spleen,Kidney,Lymph node,Lung,Lung,Bone marrow,Lymph node,|LYMPHOID;  ,|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3818|1|411|n/a|n/a|n/a|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3819|1|271|n/a|n/a|n/a|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3824|1|1436|Myeloid leukemia, malignant,Anemia,Pigmentation,Atrophy,Fibrosis,Pigmentation,Hemorrhage,Hyperplasia,Pigmentation,|Bone marrow,Blood,Spleen,Testis,Lung,Lymph node,Endocardium,Prostate,Liver,|CHOLESTASIS/EXT MED HEMAT;  ,|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3825|1|308|n/a|n/a|n/a|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3826|1|409|n/a|n/a|n/a|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3830|1|345|n/a|n/a|n/a|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3831|1|1058|Compound leukemia, malignant,Hyperplasia,Hyperplasia,|Topography, multiple sites,Liver,Spleen,|ERYTHROPOIESIS;  ,|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3832|1|1882|Plasma cell myeloma, malignant,Hemangioma, benign,Pigmentation,Deposition of foreign crystalline material,Disseminated intravascular coagulation (DIC) syndrome,Degeneration, fatty,Disseminated intravascular coagulation (DIC) syndrome,|Bone marrow,Spleen,Lymph node,Ovary,Heart,Liver,Pancreas (Exocrine Pancreas),|;  ,|
1003-7-1|Tom Seed's dogs will be grouped later,Fliedner|1|60|gamma-rays Co-60|2.5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|10 (10 in ERA)|Dog|Dog, Beagle|Both|need def 11|Evaluation of bone marrow structure and function leading to aplastic anemia, myclogenous leukemia or protracted survival.|1003-7-1-3834|1|642|Erythroleukemia, malignant,Erythroleukemia, malignant,Mixed tumor, uncertain whether benign or malignant,Infarct,Atrophy,Hyperplasia,Inflammation, acute,Inflammation, acute,|Bone marrow,Spleen,Mammary gland #4, left,Myocardium,Testis,Lymph node,Popliteal lymph node,Lung,|ACUTE PNEUMONIA+ABSCESS.            +;  ,|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3847|2|1641|Lymphoid leukemia, malignant,Chronic lymphoproliferative disease, uncertain whether benig,Hemorrhage,Fibrosis,Infarct,Degeneration, fatty,Inflammation, chronic,Hemorrhage,|Bone marrow,Topography, multiple sites,Kidney,Lung,Myocardium,Liver,Mammary gland,Adrenal gland,|MULTIPLE;  ,|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3849|2|2432|Mastocytoma, uncertain whether benign or malignant,Neoplasm, uncertain whether benign or malignant,Edema,Shock,|Skin,Mammary gland,Lung,|,|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3851|2|2292|n/a|n/a|n/a|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3855|2|3024|Melanoma, (Pigmented nevus), benign,|Skin,|BENIGN DERMAL MELANOMA,NEVUS,LIP.;  ,|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3857|2|2038|Plasma cell myeloma, malignant,Plasma cell myeloma, malignant,Sclerosis,Abscess,Disseminated intravascular coagulation (DIC) syndrome,Congestion,Metaplasia, myeloid  (extramedulary hematopoesis),Deposition, amyloid,Hyperplasia,Deposition of foreign crystalline material,Metaplasia, myeloid  (extramedulary hematopoesis),Atrophy,Osteoporosis,Fibrosis,|Bony tissue (bone),Topography, multiple sites,Bony tissue (bone),Lung,Topography, multiple sites,Lung,Lymph node,Spleen,Adrenal gland,Adrenal gland,Liver,Testis,Bony tissue (bone),Skeletal bone,|MYELOFIB+OSTEOSCLEROSIS.            +;  ,|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3859|2|832|n/a|n/a|n/a|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3861|2|2280|n/a|n/a|n/a|
1003-7-2|n/a,Fliedner|1|61|gamma-rays Co-60|5|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|20 (8 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-2-3863|2|2696|Leukemia, malignant,Leukemia, malignant,Leukemia, malignant,Leukemia, malignant,Leukemia, malignant,Leukemia, malignant,Leukemia, malignant,Leukemia, malignant,Adenoma, benign,Inflammation, chronic,Inflammation, acute,|Hematopoietic system,Liver,Blood,Lymph node,Pituitary gland,Spleen,Salivary gland,Kidney,Thyroid gland,Colon,Prostate,|INFL AND NECROSIS THROUGHOUT SECTIO;  ,|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3775|3|1185|Deposition, calcium,Hypoplasia,Congestion,Inflammation, acute,Inflammation, acute,Inflamation, acute exudative (suppurative),Hypoplasia,|Lung,Bone marrow,Liver,Parasternal lymph node,Spleen,Lung,Spleen,|LYMPHOID;  ,|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3782|3|3551|Mixed tumor, uncertain whether benign or malignant,Mixed tumor, uncertain whether benign or malignant,Adenoma, benign,Neoplastic disease, uncertain whether benign or malignant,Hemorrhage,Inflammation, acute,Cyst,|Mammary gland #2, left,Mammary gland #3, right,Iris,Heart,Spleen,Intestine,Skin,|SEBACEOUS;  ,|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3787|3|3816|n/a|n/a|n/a|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3801|3|3830|n/a|n/a|n/a|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3804|3|3313|Inflammation,|Ureter,|FULL THICKNESS ACUTE INFL-TRANSITIO;   EPITH LOOKS OK BUT SUBMUCOSA THRU SEROSA IS FILLED W/ACUTE INFL CELLS-KIDNEY PARENCHYMA IN SECTION LOOKS OK,|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3809|3|3960|n/a|n/a|n/a|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3812|3|2403|Inflammation,Disseminated intravascular coagulation (DIC) syndrome,Hyperplasia,Inflammation,Embolus,Fibrosis,Atrophy,Necrosis,Pigmentation,Inflammation,Inflammation,Infarct,|Kidney,Topography, multiple sites,Bone marrow,Prostate,Lung,Lung,Testis,Muscle,Spleen,Liver,Gallbladder,Lung,|HEMORRHAGIC INFARCT.;  ,|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3817|3|3910|Tubular androblastoma (Sertoli Cell Tumor), benign,Hematoma,|Testis, left,Spleen,|;  ,|
1003-7-3|n/a,Fliedner|1|53|gamma-rays Co-60|10|Roentgen per day|External exposure|Duration of life exposure 8h/d from a Ra source|25 (9 in ERA)|Dog|Dog, Beagle|Both|need def 11|Experiment abandoned|1003-7-3-3820|3|3161|n/a|n/a|n/a|
