Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2-9-1|Pu-Bq 3.5,n/a|1|1000|Pu-239 dioxide|2.5|kilobecquerels|Inhalation|inhaled, range initial deposition 1 -  6|15 (0 in ERA)|Monkeys|Baboons|Both|Unknown|1 f 5 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-2|Pu-Bq 9,n/a|1|1000|Pu-239 dioxide|9|kilobecquerels|Inhalation|inhaled, range initial deposition 6 - 12|22 (0 in ERA)|Monkeys|Baboons|Both|Unknown|2 f 2 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-3|Pu-Bq 17,n/a|1|1000|Pu-239 dioxide|17|kilobecquerels|Inhalation|inhaled, range initial deposition 13 - 21|43 (0 in ERA)|Monkeys|Baboons|Both|Unknown|4 f 3 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-4|Pu-Bq 27,n/a|1|1000|Pu-239 dioxide|27|kilobecquerels|Inhalation|inhaled, range initial deposition 22 - 32|13 (0 in ERA)|Monkeys|Baboons|Both|Unknown|1 f 3 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-5|Pu-Bq 41,n/a|1|1000|Pu-239 dioxide|41|kilobecquerels|Inhalation|inhaled, range initial deposition 33 - 50|31 (0 in ERA)|Monkeys|Baboons|Both|Unknown|3 f 1 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-6|Pu-Bq 60,n/a|1|1000|Pu-239 dioxide|60|kilobecquerels|Inhalation|inhaled, range initial deposition 51 - 68|34 (0 in ERA)|Monkeys|Baboons|Both|Unknown|3 f 4 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-7|Pu-Bq 81,n/a|1|1000|Pu-239 dioxide|81|kilobecquerels|Inhalation|inhaled, range initial deposition 70 - 92|38 (0 in ERA)|Monkeys|Baboons|Both|Unknown|3 f 8 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-8|Pu-Bq 127,n/a|1|1000|Pu-239 dioxide|127|kilobecquerels|Inhalation|inhaled, range initial deposition 110 - 144|19 (0 in ERA)|Monkeys|Baboons|Both|Unknown|1 f 9 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-9|Pu-Bq 170,n/a|1|1000|Pu-239 dioxide|170|kilobecquerels|Inhalation|inhaled, range initial deposition 145 - 200|22 (0 in ERA)|Monkeys|Baboons|Both|Unknown|2 f 2 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-10|Pu-Bq 335,n/a|1|1000|Pu-239 dioxide|335|kilobecquerels|Inhalation|inhaled, range initial deposition 220 - 450|24 (0 in ERA)|Monkeys|Baboons|Both|Unknown|2 f 4 m 2-4 y old baboons 2-10 kg|No information on individuals available for this study
2-9-11|Pu-Bq 1000,n/a|1|1000|Pu-239 dioxide|1000|kilobecquerels|Inhalation|inhaled, initial deposition >1000|1 (0 in ERA)|Monkeys|Baboons|Both|Unknown|1 f 2-4 y old baboon 2-10 kg|No information on individuals available for this study
