Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
13-5-1|n/a,n/a|1|-11|none (controls)|0|unit code not relevant|not applicable or not supplied|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 2 days|No information on individuals available for this study
13-5-2|n/a,n/a|1|-11|none (controls)|0|unit code not relevant|not applicable or not supplied|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 14 days|No information on individuals available for this study
13-5-3|n/a,n/a|1|-11|none (controls)|0|unit code not relevant|not applicable or not supplied|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 28 days|No information on individuals available for this study
13-5-4|n/a,n/a|1|-11|none (controls)|0|unit code not relevant|not applicable or not supplied|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 56 days|No information on individuals available for this study
13-5-5|n/a,n/a|1|-6|none (controls)|0|unit code not relevant|not applicable or not supplied|pregnant day 16|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 28 days|No information on individuals available for this study
13-5-6|n/a,n/a|1|-11|Sr-90 nitrate|740|kilobecquerels per g animal|Injection, intravenous|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 2 days|No information on individuals available for this study
13-5-7|n/a,n/a|1|-11|Sr-90 nitrate|740|kilobecquerels per g animal|Injection, intravenous|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 14 days|No information on individuals available for this study
13-5-8|n/a,n/a|1|-11|Sr-90 nitrate|740|kilobecquerels per g animal|Injection, intravenous|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 28 days|No information on individuals available for this study
13-5-9|n/a,n/a|1|-11|Sr-90 nitrate|740|kilobecquerels per g animal|Injection, intravenous|pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 56 days|No information on individuals available for this study
13-5-10|n/a,n/a|1|-6|Sr-90 nitrate|740|kilobecquerels per g animal|Injection, intravenous|pregnant day 16|8 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 28 days|No information on individuals available for this study
13-5-11|Sr8d 25d kBq 0,n/a|1|n/a|none (controls)|0|kilobecquerels per g animal|not applicable or not supplied|pregnant|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Unknown|assayed age 25 days|No information on individuals available for this study
