Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-1|1|80|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-2|1|369|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-3|1|405|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-4|1|430|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-5|1|444|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-6|1|457|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-7|1|472|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-8|1|472|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-9|1|476|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-10|1|492|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-11|1|495|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-12|1|502|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-13|1|516|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-14|1|516|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-15|1|520|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-16|1|525|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-17|1|525|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-18|1|534|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-19|1|539|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-20|1|558|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-21|1|574|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-22|1|576|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-23|1|581|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-24|1|597|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-25|1|611|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
5-6-1|n/a,TM KO 1/76|1|28|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|48 (48 in ERA)|Mouse|Mouse, 102/Ghg|Female|Juvenile|osteosarcoma only|5-6-1-26|1|616|Other deterministic changes|Bone among musculo-skeletal system diseases|n/a|
