Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-1|1|156|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-2|1|204|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-3|1|365|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-4|1|398|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-5|1|627|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-6|1|650|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-7|1|712|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-8|1|781|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-9|1|787|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-10|1|822|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-11|1|823|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-12|1|835|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-13|1|862|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-14|1|892|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-15|1|905|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-16|1|906|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-17|1|916|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-18|1|945|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-19|1|958|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-20|1|968|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-21|1|974|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-22|1|983|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-23|1|993|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-24|1|1004|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-25|1|1009|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-26|1|1016|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-27|1|1017|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-28|1|1086|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-29|1|1017|Other deterministic changes|Whole body|n/a|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-30|1|1022|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-31|1|1076|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-32|1|1095|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-33|1|1096|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-1|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|34 (34 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-1-34|1|1096|Neoplasia benign|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 218 - neoplasm|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-1|2|417|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-2|2|501|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-3|2|519|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-4|2|596|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-5|2|647|Neoplasia unclassified|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 218 - neoplasm|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-6|2|698|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-7|2|730|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-8|2|730|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-9|2|792|Neoplasia unclassified|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 218 - neoplasm|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-10|2|805|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-11|2|808|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-12|2|822|Neoplasia unclassified|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 218 - neoplasm|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-13|2|862|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-14|2|872|Neoplasia unclassified|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 218 - neoplasm|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-15|2|879|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-16|2|880|Neoplasia benign|Uterus among reproductive system diseases,MA: 0000389 - uterus|,MPATH: 270 - adenoma|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-17|2|882|Other deterministic changes|Whole body|n/a|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-18|2|891|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-19|2|896|Neoplasia unclassified|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 218 - neoplasm|
3-5-2|X-17d-Gy 0,n/a|1|-4|none (controls)|0|grays|External exposure|X-ray control|39 (39 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Female|Foetal|Lifespan study with macroscopic/microscopic pathology|3-5-2-20|2|897|Other deterministic changes|Whole body|n/a|
