Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-1|1|128|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-2|1|139|Neoplasia benign|Liver among hepato-pancreatic system diseases|multiple|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-3|1|165|Neoplasia benign|Liver among hepato-pancreatic system diseases|multiple|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-4|1|171|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|small cells,MPATH: 513 - Lymphoid neoplasms|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-5|1|229|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-6|1|319|Neoplasia benign|Lower respiratory system|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-7|1|341|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-8|1|345|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-9|1|381|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-10|1|386|Neoplasia benign|Lower respiratory system|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-11|1|389|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-12|1|412|Neoplasia malignant|Liver among hepato-pancreatic system diseases|metastatic|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-13|1|415|Other deterministic changes|Whole body|metastatic|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-14|1|419|Neoplasia benign|Spleen and thymus  among haematolymphatic system,MA: 0000141 - spleen|,MPATH: 240 - hemangioma|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-15|1|424|Neoplasia malignant|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-16|1|428|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-17|1|431|Other deterministic changes|Whole body|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-18|1|436|Neoplasia malignant|Lower respiratory system|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-19|1|437|Other deterministic changes|Whole body|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-20|1|448|Neoplasia malignant|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-21|1|465|Other deterministic changes|Whole body|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-22|1|467|Neoplasia malignant|Liver among hepato-pancreatic system diseases|metastatic|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-23|1|473|Neoplasia malignant|Lower respiratory system|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-24|1|478|Neoplasia malignant|Lower respiratory system|metastatic|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-25|1|479|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-26|1|483|Neoplasia malignant|Liver among hepato-pancreatic system diseases|n/a|
7-3-1|Ra-m-Bq 0,RLI 1|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|multiple 16 ip inject. over 8 w|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Young Adult|Lifespan study macro/microscopic pathology|7-3-1-27|1|485|Neoplasia benign|Liver among hepato-pancreatic system diseases|n/a|
