Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3105|1|4742|Hemorrhage,Bacterial endocarditis,Seizure syndrome,|Cerebellum,Heart,Brain,|/ EPILEPTIC SEIZURE; VALVULAR DISEASE; CEREBRAL HEMORRHAGE /  / ,|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3119|1|450|n/a|n/a|n/a|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3123|1|450|n/a|n/a|n/a|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3124|1|450|n/a|n/a|n/a|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3125|1|450|Hypoplasia,|Testis,|IMMATURE,|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3127|1|4425|n/a|n/a|n/a|
1003-51-1|n/a,140|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|IN UTERO CONTROL|7 (7 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-1-3291|1|179|n/a|n/a|n/a|
1003-51-2|n/a,2810|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|0.4 R/ DAY PREGNANT|1 (1 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-2-2841|2|869|n/a|n/a|n/a|
1003-51-3|n/a,2820|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|1.0 R/ DAY PREGNANT|4 (4 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-3-2342|3|2446|n/a|n/a|n/a|
1003-51-3|n/a,2820|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|1.0 R/ DAY PREGNANT|4 (4 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-3-2632|3|1161|n/a|n/a|n/a|
1003-51-3|n/a,2820|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|1.0 R/ DAY PREGNANT|4 (4 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-3-2639|3|1135|n/a|n/a|n/a|
1003-51-3|n/a,2820|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|1.0 R/ DAY PREGNANT|4 (4 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-3-2843|3|1547|n/a|n/a|n/a|
1003-51-4|n/a,2830|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|2.5 R/ DAY PREGNANT|5 (5 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-4-2343|4|2509|n/a|n/a|n/a|
1003-51-4|n/a,2830|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|2.5 R/ DAY PREGNANT|5 (5 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-4-2678|4|1420|n/a|n/a|n/a|
1003-51-4|n/a,2830|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|2.5 R/ DAY PREGNANT|5 (5 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-4-2846|4|846|n/a|n/a|n/a|
1003-51-4|n/a,2830|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|2.5 R/ DAY PREGNANT|5 (5 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-4-2880|4|1542|n/a|n/a|n/a|
1003-51-4|n/a,2830|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|2.5 R/ DAY PREGNANT|5 (5 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-4-3252|4|529|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-1664|5|1267|Hyperplasia,|Ovary,|EPITHELIAL,|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-1711|5|2663|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2000|5|518|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2012|5|505|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2019|5|497|Hemorrhage,|Uterus,|,|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2258|5|1019|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2351|5|840|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2602|5|1189|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2663|5|1410|n/a|n/a|n/a|
1003-51-5|n/a,2840|1|n/a|Undefined||unit code not relevant|not applicable or not supplied|5 R/ DAY PREGNANT|12 (12 in ERA)|Dog|Dog, Beagle|Both|Unknown|incomplete study!|1003-51-5-2713|5|624|n/a|n/a|n/a|
