Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-11-1|n/a,n/a|1|73|Pu-239 citrate|111|kilobecquerels per kilogram animal|Injection, subcutaneously|as citrate pH 6.5|90 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice of rats in 1, 2, 4, 8, 16, 24, 32, 48, 64 days after plutonium injection, Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-2|n/a,n/a|1|45|Pu-239 citrate|111|kilobecquerels per kilogram animal|Injection, subcutaneously|as citrate pH 6.5|100 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice of rats in 1, 2, 4, 8, 16, 24, 32, 48, 64 days after plutonium injection, Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-3|n/a,n/a|1|24|Pu-239 citrate|111|kilobecquerels per kilogram animal|Injection, subcutaneously|as citrate pH 6.5|110 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice of rats in 1, 2, 4, 8, 16, 24, 32, 48, 64 days after plutonium injection, Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-4|n/a,n/a|1|73|Pu-239 citrate|10.6|kilobecquerels per kilogram animal|Inhalation|as citrate pH 6.5 10.6 ± 0,7 kBq|110 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-4|n/a,n/a|2|73|Pentacinum|100|milligrams per kg animal|Injection, subcutaneously|subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|110 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-5|n/a,n/a|1|45|Pu-239 citrate|6.1|kilobecquerels per kilogram animal|Inhalation|as citrate pH 6.5 6.1 ± 0.6 kBq|110 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-5|n/a,n/a|2|45|Pentacinum|100|milligrams per kg animal|Injection, subcutaneously|subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|110 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-6|n/a,n/a|1|24|Pu-239 citrate|2.3|kilobecquerels per kilogram animal|Inhalation|as citrate pH 6.5 10.6 ± 0.7 kBq6.1 ± 0.6 kBq2.3 ± 0.2 kBq|120 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-6|n/a,n/a|2|24|Pentacinum|100|milligrams per kg animal|Injection, subcutaneously|subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|120 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-7|n/a,n/a|1|73|Pu-239 citrate|111|kilobecquerels per kilogram animal|Injection, subcutaneously|as citrate pH 6.5|62 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
