Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-1|1|265|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-2|1|499|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-3|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-4|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-5|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-6|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-7|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-8|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-9|1|504|n/a|n/a|n/a|
7-4-1|Ra-s-Bq 64,RLK 2|1|28|Ra-224 chloride|64|becquerels per g animal|Injection, intraperitoneal|single ip inject.|200 (200 in ERA)|Mouse|Mouse, CBA/H|Male|Infant|Lifespan study macro/microscopic pathology some animals culled|7-4-1-10|1|504|n/a|n/a|n/a|
