Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
10-4-1|n/a,n/a|1|91|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|291 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-2|n/a,n/a|1|91|X-rays local|0.25|grays|External exposure|thorax exposure|61 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-3|n/a,n/a|1|91|X-rays local|0.5|grays|External exposure|thorax exposure|62 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-4|n/a,n/a|1|91|X-rays local|1|grays|External exposure|thorax exposure|67 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-5|n/a,n/a|1|91|X-rays local|2|grays|External exposure|thorax exposure|56 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-6|n/a,n/a|1|91|X-rays local|2.5|grays|External exposure|thorax exposure|69 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-7|n/a,n/a|1|91|X-rays local|3|grays|External exposure|thorax exposure|32 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-8|n/a,n/a|1|91|X-rays local|4|grays|External exposure|thorax exposure|45 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-9|n/a,n/a|1|91|X-rays local|5|grays|External exposure|thorax exposure|45 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-10|n/a,n/a|1|91|X-rays local|6|grays|External exposure|thorax exposure|48 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-11|n/a,n/a|1|91|X-rays local|7.5|grays|External exposure|thorax exposure|72 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-12|n/a,n/a|1|91|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|210 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-13|n/a,n/a|1|91|X-rays local|0.25|grays|External exposure|thorax exposure|62 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-14|n/a,n/a|1|91|X-rays local|0.5|grays|External exposure|thorax exposure|61 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-15|n/a,n/a|1|91|X-rays local|1|grays|External exposure|thorax exposure|65 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Young Adult|sacrificed 1 year|No information on individuals available for this study
