Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-2-1|n/a,n/a|1|n/a|Pu-239 citrate|95|kilobecquerels per kilogram animal|Injection, intraperitoneal|1.85-185kBq|135 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-2|n/a,n/a|1|n/a|Pu-239 polymeric|95|kilobecquerels per kilogram animal|Injection, intravenous|1.85-185kBq polymeric|179 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-3|n/a,n/a|1|n/a|Pu-239 fluorides|95|kilobecquerels per kilogram animal|Injection, intraperitoneal|1.85-185kBq oxyfluoride|156 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-4|n/a,n/a|1|n/a|Pu-239 fluorides|95|kilobecquerels per kilogram animal|Injection, intraperitoneal|1.85-185kBq tetrafluoride|54 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-5|n/a,n/a|1|n/a|Pu-239 dioxide|95|kilobecquerels per kilogram animal|Injection, intravenous|1.85-185kBq|45 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-6|n/a,n/a|1|n/a|Np-237 nitrate|95|kilobecquerels per kilogram animal|Injection, intravenous|1.85-185kBq|135 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-7|n/a,n/a|1|n/a|Np-237|95|kilobecquerels per kilogram animal|Injection, intravenous|1.85-185kBqpolymeric|135 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-8|n/a,n/a|1|n/a|Am-241 citrate|95|kilobecquerels per kilogram animal|Injection, intraperitoneal|1.85-185kBq|135 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|Pu-239 content in skeleton, liver, kidneys, spleen, red bone marrow, lung, muscles, gonads. Absorbed doses. Deterministic effects: body weight, changes in peripheral blood cells. Late sequels: inflammatory, sclerotic, neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-9|n/a,n/a|1|n/a|Pu-239 dioxide|0.13|microcuries per gram lung|Inhalation|0.007-0.205 miCi/g lung AMAD 0.1-1.0-3.0 µm|2 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|:sacrificed  30 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-10|n/a,n/a|1|n/a|Pu-239 dioxide|0.13|microcuries per gram lung|Inhalation|0.007-0.205 miCi/g lung AMAD 0.1-1.0-3.0 µm|5 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|died 104-130 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-11|n/a,n/a|1|n/a|Pu-239 nitrate|4.6|kilobecquerels per kilogram animal|Inhalation|polymeric|6 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-12|n/a,n/a|1|n/a|Pu-239 nitrate|0.6|kilobecquerels per kilogram animal|Inhalation|polymeric|22 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-13|n/a,n/a|1|n/a|Pu-239 nitrate|0.2|kilobecquerels per kilogram animal|Inhalation|polymeric|19 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-14|n/a,n/a|1|n/a|Am-241 (?chemical form)|2.7|kilobecquerels per kilogram animal|Inhalation|monomeric|5 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-15|n/a,n/a|1|n/a|Am-241 (?chemical form)|1.4|kilobecquerels per kilogram animal|Inhalation|monomeric|4 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-16|n/a,n/a|1|n/a|Am-241 (?chemical form)|0.4|kilobecquerels per kilogram animal|Inhalation|monomeric|34 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-17|n/a,n/a|1|n/a|solvent control|0|kilobecquerels per kilogram animal|Inhalation|nitric acid ph 1.5|4 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-18|n/a,n/a|1|n/a|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|n/a|4 (0 in ERA)|Dog|Dog, breed unspecified|Both|Unknown|studied 2 weeks, 1, 2, 4, 6, 8, 10,12,16, 20, 24, 28, 32, 36, 42, 48, 54, 60 months (during entire lifetime of dogs that amounts to 99 - 1645 days.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-19|n/a,n/a|1|n/a|Pu-239 dioxide|0.25|microcuries per gram lung|Inhalation|Pu-239 dioxide, AMD 0.1-3.0|50 (0 in ERA)|Rat|Rat Wistar|Both|Unknown|20 min, 6 hours, 1, 8, 32, 64, 128, 256, 450 days (6 rats per each sacrifice.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-20|n/a,n/a|1|n/a|Pu-239 fluorides|99|microcuries per gram lung|Inhalation|tetrafluoride|54 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|20 min, 6 hours, 1, 8, 32, 64, 128, 256, 450 days (6 rats per each sacrifice.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-21|n/a,n/a|1|n/a|Pu-239 fluorides|99|microcuries per gram lung|Inhalation|oxyfluoride|54 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|20 min, 6 hours, 1, 8, 32, 64, 128, 256, 450 days (6 rats per each sacrifice.Transuranium content in organs and excreta (lung, trachea, liver, kidneys, spleen, muscles, skeleton, stomach, small and large intestines; urine and feces). Deterministic effects on respiratory physiology (respiration frequency, oxygen saturation of arterial and venous blood), on hemopoietic system (cellular composition of peripheral blood and red bone marrow), qualitative state of erythrocytes (cytometry, resistance, rate of maturing, duration of their circulation in the blood current), as well as erythropoietic activity of blood, blood coagulability (thromboelastogram), glycoproteins of blood serum, biochemistry of lung tissue. Late sequels: inflammatory, sclerotic, and neoplastic changes, mean life-span of animals.|No information on individuals available for this study
19-2-22|n/a,n/a|1|n/a|Pu-239 polymeric|16|kilobecquerels per kilogram animal|Injection, intravenous|6, 10, 20, 30 miCi/kg|166 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Reproductive function of females (estrous cycles, fecundation capability, decease of embryos and entire litters); reproductive function of males (fecundation capability, decease of embryos and entire litters from normal females paired with males exposed), state of descendants of exposed parents (survival, body weight, number of cells in peripheral blood, response to injection of Pu-239 and neurotropic substances).
19-2-23|n/a,n/a|1|n/a|none (controls)|0|kilobecquerels per kilogram animal|Injection, intravenous|n/a|87 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Reproductive function of females (estrous cycles, fecundation capability, decease of embryos and entire litters); reproductive function of males (fecundation capability, decease of embryos and entire litters from normal females paired with males exposed), state of descendants of exposed parents (survival, body weight, number of cells in peripheral blood, response to injection of Pu-239 and neurotropic substances).
