Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1005-23-1|n/a,n/a|1|84|cerium||unit code not relevant|Inhalation|Stable Ce dioxide|81 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-2|n/a,n/a|1|84|Ce-144 on FAS particles|15|kilobecquerels initial or established lung burden|Inhalation|Repeated exposure 84,154,211,264,323,390,456d, lung dose 28±7.2Gy|75 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-3|n/a,n/a|1|84|Ce-144 on FAS particles|74|kilobecquerels initial or established lung burden|Inhalation|Repeated exposure 84,154,211,264,323,390,456d, lung dose 100±40Gy|67 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-4|n/a,n/a|1|84|Ce-144 on FAS particles|370|kilobecquerels initial or established lung burden|Inhalation|Repeated exposure 84,154,211,264,323,390,456d, lung dose 290±720Gy|75 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-5|n/a,n/a|1|84|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|42 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-6|n/a,n/a|1|84|cerium|0|unit code not relevant|Inhalation|n/a|30 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-7|n/a,n/a|1|84|Ce-144 on FAS particles|15|kilobecquerels initial or established lung burden|Inhalation|Single exposure 84d, lung dose 10±3.7Gy|33 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-8|n/a,n/a|1|84|Ce-144 on FAS particles|74|kilobecquerels initial or established lung burden|Inhalation|Single exposure 84d, lung dose 49±32Gy|63 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-9|n/a,n/a|1|84|Ce-144 on FAS particles|370|kilobecquerels initial or established lung burden|Inhalation|Single exposure 84d, lung dose 190±40Gy|30 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-10|n/a,n/a|1|220|cerium|0|unit code not relevant|Inhalation|n/a|34 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-11|n/a,n/a|1|220|Ce-144 on FAS particles|74|kilobecquerels initial or established lung burden|Inhalation|Single exposure 220d, lung dose 41±15Gy|56 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-12|n/a,n/a|1|220|Ce-144 on FAS particles|370|kilobecquerels initial or established lung burden|Inhalation|Single exposure 220d, lung dose 190±59Gy|32 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-13|n/a,n/a|1|360|cerium|0|unit code not relevant|Inhalation|n/a|35 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-14|n/a,n/a|1|360|Ce-144 on FAS particles|74|kilobecquerels initial or established lung burden|Inhalation|Single exposure 360d, lung dose 66±29Gy|60 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
1005-23-15|n/a,n/a|1|360|Ce-144 on FAS particles|379|kilobecquerels initial or established lung burden|Inhalation|Single exposure 360d, lung dose 140±41Gy|37 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Young Adult|Lifespan study with histopathology|No information on individuals available for this study
