Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-3-1|n/a,n/a|1|n/a|Pu-239 nitrate|8|kilobecquerels per kilogram animal|Inhalation|0.06-15.8 kBq/kg polymeric AMAD 1µm|39 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|In-vivo physiology: respiratory function, electrocardiogram, number of cells in peripheral blood and red bone marrow, effective and ineffective quantities of Pu-239 according to different criteria;after spontaneous death of animals: late neoplastic and deterministic effects according to the results of the histological examination of organs, average life span of animals.|No information on individuals available for this study
19-3-2|n/a,n/a|1|n/a|Pu-239 dioxide|14|kilobecquerels per kilogram animal|Inhalation|.5 -27.6 kBq/kg submicr 0.065µm|15 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|In-vivo physiology: respiratory function, electrocardiogram, number of cells in peripheral blood and red bone marrow, effective and ineffective quantities of Pu-239 according to different criteria;after spontaneous death of animals: late neoplastic and deterministic effects according to the results of the histological examination of organs, average life span of animals.|No information on individuals available for this study
19-3-3|n/a,n/a|1|n/a|none (controls)|0|kilobecquerels per kilogram animal|Inhalation|includes nitric acid control|15 (0 in ERA)|Dog|Dog, breed unspecified|n/a|Unknown|plus 4 nitric acid controls. In-vivo physiology: respiratory function, electrocardiogram, number of cells in peripheral blood and red bone marrow, effective and ineffective quantities of Pu-239 according to different criteria;after spontaneous death of animals: late neoplastic and deterministic effects according to the results of the histological examination of organs, average life span of animals.|No information on individuals available for this study
19-3-4|n/a,n/a|1|n/a|tributylphosphate|15|mg particulate/l air|Inhalation|1/40 LD50 9 m inhalation|52 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-5|n/a,n/a|1|n/a|hexachlorobutadiene|12|mg particulate/l air|Inhalation|1/11 LD50 21 m inhalation|52 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-6|n/a,n/a|1|n/a|hexachlorobutadiene|12|mg particulate/l air|Inhalation|1/11 LD50 21 m inhalation|52 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-6|n/a,n/a|2|n/a|hexachlorobutadiene|12|mg particulate/l air|Inhalation|1/11 LD50 21 m inhalation|52 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-7|n/a,n/a|1|n/a|Pu-239 nitrate|38|kilobecquerels per kilogram animal|Inhalation|25.6 - 52.4|64 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-8|n/a,n/a|1|n/a|Pu-239 nitrate|60.7|kilobecquerels per kilogram animal|Inhalation|simulating multiple inhalation|40 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-9|n/a,n/a|1|n/a|Pu-239 nitrate|83|kilobecquerels per kilogram animal|Inhalation|73.3-93.8 kBq/kg|47 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-9|n/a,n/a|2|n/a|tributylphosphate|15|mg particulate/l air|Inhalation|1/40 LD50 9 m inhalation|47 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-10|n/a,n/a|1|n/a|Pu-239 nitrate|40|kilobecquerels per kilogram animal|Inhalation|33.6-47 kBq/kg|45 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
19-3-10|n/a,n/a|2|n/a|hexachlorobutadiene|12|mg particulate/l air|Inhalation|1/11 LD50 21 m inhalation|45 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Number of cells of peripheral blood and red bone marrow, electrolytes potassium and sodium in erythrocytes and blood plasma, cytotoxic activity of natural killer cells of spleen, morphology and morphometry of thymus at animals' sacrifice. Late neoplastic and deterministic effects according to the results of the histological examination of organs after spontaneous death of animals.|No information on individuals available for this study
