Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-16-1|n/a,n/a|1|n/a|Pu-239 citrate|46|megabecquerels per animal|Injection, intraperitoneal|n/a|55 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed  for organ radiometry 1, 2, 4, 8, 16, 32, 64, 128, 180, 256, 365 days after Pu injection|No information on individuals available for this study
19-16-2|n/a,n/a|1|n/a|Pu-239 citrate|46|megabecquerels per animal|Injection, intraperitoneal|n/a|32 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-2|n/a,n/a|2|n/a|Undefined|1|milligrams per day|Ingestion in food or water|for 6 months|32 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-3|n/a,n/a|1|n/a|Pu-239 citrate|46|megabecquerels per animal|Injection, intraperitoneal|n/a|32 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-3|n/a,n/a|2|n/a|Undefined|1|milligrams per day|Ingestion in food or water|for 9 months|32 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-4|n/a,n/a|1|n/a|Pu-239 citrate|46|megabecquerels per animal|Injection, intraperitoneal|n/a|38 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-4|n/a,n/a|2|n/a|Undefined|1|milligrams per day|Ingestion in food or water|for 12 months|38 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-5|n/a,n/a|1|n/a|Pu-239 citrate|46|megabecquerels per animal|Injection, intraperitoneal|n/a|95 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-6|n/a,n/a|1|n/a|Undefined|1|milligrams per day|Ingestion in food or water|for 6 months|32 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-7|n/a,n/a|1|n/a|Undefined|1|milligrams per day|Ingestion in food or water|for 9 months|32 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-8|n/a,n/a|1|n/a|Undefined|1|milligrams per day|Ingestion in food or water|for 12 months|34 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
19-16-9|n/a,n/a|1|n/a|cells injected|0|unit code not relevant|not applicable or not supplied|n/a|92 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Rats sacrificed for histopathological autopsy 6, 9, and 12 months after Pu-239 injection|No information on individuals available for this study
