Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
13-17-1|Xm-Gy 0,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|of which 50 serial sacrifice of acute effects|No information on individuals available for this study
13-17-2|Xf-Gy 0,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|213 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Young Adult|of which 205 serial sacrifice of acute effects|No information on individuals available for this study
13-17-3|Xac-m25-Gy 3,n/a|1|25|X-rays whole body|3|grays|External exposure|whole body acute 0.47 Gy/m|101 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|of which 50 serial sacrifice of acute effects|No information on individuals available for this study
13-17-4|Xac-m100-Gy 3,n/a|1|100|X-rays whole body|3|grays|External exposure|whole body acute 0.47 Gy/m|152 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|of which 100 serial sacrifice of acute effects|No information on individuals available for this study
13-17-5|Xcr-m25-Gy/d 0.05,n/a|1|25|X-rays whole body|0.05|grays per day|External exposure|whole body chronic|30 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|n/a|No information on individuals available for this study
13-17-6|Xcr-100-Gy/d 0.05,n/a|1|100|X-rays whole body|0.05|grays per day|External exposure|whole body chronic|51 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-17-7|Xfr-f25-Gy 1,n/a|1|25|X-rays whole body|1|grays|External exposure|whole body 4 fractions ?d interval|108 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Infant|of which 18 serial sacrifice of acute effects|No information on individuals available for this study
13-17-8|Xfr-f25-Gy 2,n/a|1|25|X-rays whole body|2|grays|External exposure|whole body 4 fractions ?d interval|125 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Infant|of which 19 serial sacrifice of acute effects|No information on individuals available for this study
13-17-9|Xfr-f25-Gy 4,n/a|1|25|X-rays whole body|4|grays|External exposure|whole body 4 fractions ?d interval|68 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Infant|of which 17 serial sacrifice of acute effects|No information on individuals available for this study
13-17-10|Xfr-f25-Gy 5.5,n/a|1|25|X-rays whole body|5.5|grays|External exposure|whole body 4 fractions ?d interval|255 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Infant|of which 116 serial sacrifice of acute effects|No information on individuals available for this study
13-17-11|Csfr-m25-kBq 22.2,n/a|1|25|Cs-137 chloride|2220|kilobecquerels per g animal|Injection, intraperitoneal|3 ip inject. a 740 kBq ?d interval|97 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|of which 50 serial sacrifice of acute effects|No information on individuals available for this study
13-17-12|Csf-m100-kBq 22.2,n/a|1|100|Cs-137 chloride|2220|kilobecquerels per g animal|Injection, intraperitoneal|3 ip inject. a 740 kBq ?d interval|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|of which 50 serial sacrifice of acute effects|No information on individuals available for this study
13-17-13|Sr-f25-kBq 11.1,n/a|1|25|Sr-90 nitrate|11.1|kilobecquerels per g animal|Injection, intravenous|single injection|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|of which 50 serial sacrifice of acute effects|No information on individuals available for this study
