Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1-2-1|Pu-245d-Bq 0,n/a|1|63|none (controls)|0|becquerels|Inhalation|n/a|54 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 245 d|No information on individuals available for this study
1-2-2|Pu-365d-Bq 0,n/a|1|63|none (controls)|0|becquerels|Inhalation|n/a|51 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 365 d|No information on individuals available for this study
1-2-3|Pu-485d-Bq 0,n/a|1|63|none (controls)|0|becquerels|Inhalation|n/a|51 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 485 d|No information on individuals available for this study
1-2-4|Pu-610d-Bq 0,n/a|1|63|none (controls)|0|becquerels|Inhalation|n/a|47 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 610 d|No information on individuals available for this study
1-2-5|Pu-730d-Bq 0,n/a|1|63|none (controls)|0|becquerels|Inhalation|n/a|47 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 730 d|No information on individuals available for this study
1-2-6|Pu-850d-Bq 0,n/a|1|63|none (controls)|0|becquerels|Inhalation|n/a|30 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 850 d|No information on individuals available for this study
1-2-7|Pu-245d-Bq 95,n/a|1|63|Pu-239 dioxide|100|becquerels|Inhalation|single nose inhalation|53 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 245 d|No information on individuals available for this study
1-2-8|Pu-365d-Bq 95,n/a|1|63|Pu-239 dioxide|100|becquerels|Inhalation|single nose inhalation|53 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 365 d|No information on individuals available for this study
1-2-9|Pu-485d-Bq 95,n/a|1|63|Pu-239 dioxide|100|becquerels|Inhalation|single nose inhalation|51 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 485 d|No information on individuals available for this study
1-2-10|Pu-610d-Bq 95,n/a|1|63|Pu-239 dioxide|100|becquerels|Inhalation|single nose inhalation|49 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 610 d|No information on individuals available for this study
1-2-11|Pu-730d-Bq 95,n/a|1|63|Pu-239 dioxide|100|becquerels|Inhalation|single nose inhalation|55 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 730 d|No information on individuals available for this study
1-2-12|Pu-850d-Bq 95,n/a|1|63|Pu-239 dioxide|100|becquerels|Inhalation|single nose inhalation|31 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|sacrif. 850 d|No information on individuals available for this study
