Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
13-16-1|Sr-Bq 7.4,n/a|1|75|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-2|Sr-thyect-Bq 7.4,n/a|1|75|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|single injection|55 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-2|Sr-thyect-Bq 7.4,n/a|2|n/a|thymectomy||unit code not relevant|not applicable or not supplied|thymectomy|55 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-3|Sr-thygr-Bq 7.4,n/a|1|75|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|thymectomy|53 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-3|Sr-thygr-Bq 7.4,n/a|2|n/a|thymus cells transplant||unit code not relevant|not applicable or not supplied|thymus graft|53 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-4|Sr-ALG-Bq 7.4,n/a|1|75|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|thymus graft|28 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-4|Sr-ALG-Bq 7.4,n/a|2|75|ALG antilymphocyte globulin||unit code not relevant|not applicable or not supplied|ALG|28 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-5|SR-kBq 0,n/a|1|75|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|47 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-6|Sr-KBq 14.8,n/a|1|75|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-7|Sr+B-KBq 14.8,n/a|1|75|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-7|Sr+B-KBq 14.8,n/a|2|75|autologous Bone marrow transplant|5|millions of cells injected|Injection, intravenous|Bone marrow cells|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-8|Sr+T-KBq 14.8,n/a|1|75|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|single injection|45 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-8|Sr+T-KBq 14.8,n/a|2|75|thymus cells transplant|5|millions of cells injected|Injection, intravenous|Tymus cells|45 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-9|Sr-KBq 14.8,n/a|1|75|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-9|Sr-KBq 14.8,n/a|2|75|autologous Bone marrow transplant|5|millions of cells injected|Injection, intravenous|Bone marrow cells|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-9|Sr-KBq 14.8,n/a|3|75|thymus cells transplant|5|millions of cells injected|Injection, intravenous|Tymus cells|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-10|Sr+BT-KBq 14.8,n/a|1|75|Sr-90 nitrate|25.9|kilobecquerels per g animal|Injection, intraperitoneal|single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-11|Sr+B-KBq 25.9,n/a|1|75|Sr-90 nitrate|25.9|kilobecquerels per g animal|Injection, intraperitoneal|single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-11|Sr+B-KBq 25.9,n/a|2|75|autologous Bone marrow transplant|5|millions of cells injected|Injection, intravenous|Bone marrow cells|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-12|Sr+Bt-kBq 25.9,n/a|1|75|Sr-90 nitrate|25.9|kilobecquerels per g animal|Injection, intraperitoneal|single injection|88 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-12|Sr+Bt-kBq 25.9,n/a|2|75|autologous Bone marrow transplant|5|millions of cells injected|Injection, intravenous|Bone marrow cells|88 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
