Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2001-15-1|n/a,n/a|1|105|X-rays whole body|0|grays|External exposure|Repeated, fractionated whole-Body(0.1 Gy/min)|115 (0 in ERA)|Rat|Rat, Hooded|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-2|n/a,n/a|1|105|X-rays whole body|0.5|grays|External exposure|Repeated, fractionated whole-Body(0.1 Gy/min)|50 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-3|n/a,n/a|1|105|X-rays whole body|1|grays|External exposure|Repeated, fractionated whole-Body(0.1 Gy/min)|50 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-4|n/a,n/a|1|105|X-rays whole body|2|grays|External exposure|Repeated, fractionated whole-Body(0.1 Gy/min)|50 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-5|n/a,n/a|1|105|X-rays whole body|3|grays|External exposure|Repeated, fractionated whole-Body(0.1 Gy/min)|50 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-6|n/a,n/a|1|105|X-rays local|5|grays|External exposure|Repeated, fractionated whole-Body(0.1 Gy/min)|50 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-7|n/a,n/a|1|105|X-rays local|10|grays|External exposure|Single local (Thorax) (0.6 Gy/min)|50 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-8|n/a,n/a|1|105|X-rays local|0|grays|External exposure|Single local (Thorax) (0.6 Gy/min)|100 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-9|n/a,n/a|1|105|X-rays local|1|grays|External exposure|Single local (Thorax) (0.6 Gy/min)|60 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-10|n/a,n/a|1|105|X-rays local|3|grays|External exposure|Single local (Thorax) (0.6 Gy/min)|60 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-11|n/a,n/a|1|105|X-rays local|5|grays|External exposure|Single local (Thorax) (0.6 Gy/min)|60 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
2001-15-12|n/a,n/a|1|105|X-rays local|10|grays|External exposure|Single local (Thorax) (0.6 Gy/min)|60 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|Lifespan study|No information on individuals available for this study
