Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
17-9-1|n/a,n/a|1|900|erythropoietine|200|code was present in 2006 version of db, translation unknown|Injection, subcutaneously|day 3 to 21 after TBI recombinant human erythropoietine|1 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-2|n/a,n/a|1|900|colony stimulat. factor|30|milligrams per g animal|External exposure|rhGM-CSF 30g/kg 2 inject. for 5 days starting 1 day after exposure|1 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-3|n/a,n/a|1|900|interleukine-1|2.5|milligrams per g animal|Injection, intravenous|rhIL-1 2.5 g/kg for 5 days starting 1 day after exposure|1 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-4|n/a,n/a|1|900|X-rays whole body|2.4|grays|External exposure|age 12-48 months|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-4|n/a,n/a|2|900|colony stimulat. factor|30|milligrams per g animal|Injection, subcutaneously|rhGM-CSF 30g/kg for 5 days starting 1 day after exposure|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-4|n/a,n/a|3|900|erythropoietine|300|code was present in 2006 version of db, translation unknown|Injection, subcutaneously|day 3 to 21 after TBI recombinant human erythropoietine|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-5|n/a,n/a|1|900|X-rays whole body|2.4|grays|External exposure|age 12-48 months|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-5|n/a,n/a|2|900|colony stimulat. factor|30|milligrams per g animal|Injection, subcutaneously|rhGM-CSF 30g/kg 2 inject. for 5 days starting 1 day after exposure|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-5|n/a,n/a|3|900|erythropoietine|300|code was present in 2006 version of db, translation unknown|Injection, subcutaneously|day 3 to 21 after TBI recombinant human erythropoietine|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-6|n/a,n/a|1|900|X-rays whole body|2.4|grays|External exposure|age 12-48 months|3 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-6|n/a,n/a|2|900|colony stimulat. factor|30|milligrams per g animal|Injection, intravenous|rhIL-1 2.5 g/kg for 5 days starting 1 day after exposure|3 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-6|n/a,n/a|3|900|interleukine-1|2.5|code was present in 2006 version of db, translation unknown|Injection, subcutaneously|day 3 to 21 after TBI recombinant human erythropoietine|3 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
