Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2001-14-1|n/a,n/a|1|61|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|35 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-2|n/a,n/a|1|61|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|37 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Female|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-3|n/a,n/a|1|61|Polysaccharide||unit code not relevant|not applicable or not supplied|(Polysaccharide Kureha), a protein-polysaccharide extracted from basidiomyocete fungi.|36 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-4|n/a,n/a|1|61|Polysaccharide||unit code not relevant|not applicable or not supplied|(Polysaccharide Kureha), a protein-polysaccharide extracted from basidiomyocete fungi.|33 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Female|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-5|n/a,n/a|1|61|Polysaccharide||unit code not relevant|not applicable or not supplied|(Polysaccharide Kureha), a protein-polysaccharide extracted from basidiomyocete fungi.|35 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-5|n/a,n/a|2|61|Th-232 colloid (Thorotrast)|0.1|grams|Injection, intravenous|0.5 ml emitting 0.01µCi of a- radioactivity|35 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-6|n/a,n/a|1|61|Polysaccharide||unit code not relevant|not applicable or not supplied|(Polysaccharide Kureha), a protein-polysaccharide extracted from basidiomyocete fungi.|22 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Female|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-6|n/a,n/a|2|61|Th-232 colloid (Thorotrast)|0.1|grams|Injection, intravenous|0.5 ml emitting 0.01µCi of a- radioactivity|22 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Female|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-7|n/a,n/a|1|61|Th-232 colloid (Thorotrast)|0.1|grams|Injection, intravenous|0.5 ml emitting 0.01µCi of a- radioactivity|40 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Male|Juvenile|Lifespan study|No information on individuals available for this study
2001-14-8|n/a,n/a|1|61|Th-232 colloid (Thorotrast)|0.1|grams|Injection, intravenous|0.5 ml emitting 0.01µCi of a- radioactivity|31 (0 in ERA)|Rodent Other|Hamsters, Syrian golden|Female|Juvenile|Lifespan study|No information on individuals available for this study
