Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-1|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-2|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-3|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-4|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-5|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-6|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-7|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-8|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-9|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-10|1|175|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-11|1|179|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-12|1|238|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-13|1|320|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-14|1|366|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-15|1|366|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-16|1|366|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-17|1|366|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-18|1|366|Other deterministic changes|Lower respiratory system|n/a|
1004-7-1|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|96 (96 in ERA)|Rat|Rat Wistar|Male|Young Adult|n/a|1004-7-1-19|1|366|Other deterministic changes|Lower respiratory system|n/a|
