Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-3818|1|4923|Proliferation,Neoplastic disease, malignant,Adenocarcinoma, complex, malignant,Neoplastic disease, benign,Adrenal cortical adenoma, benign,Hyperplasia, nodular,Neoplastic disease, benign,Trichoepithelioma, benign,Degeneration, hyaline,Hyperplasia, nodular,Degeneration,Hyperplasia, nodular,Inflammation, chronic,Cyst, follicular, multiple,Basosquamous adenoma, benign,Neoplastic disease, benign,Solid carcinoma, w/evidence of metastasis,Neoplastic disease, malignant w/evidence of metastasis,Degenerative arthropathy,Degeneration,Spondylosis,|Periosteum,Female breast, right,Adrenal cortex,Adrenal cortex,Skin,Peripheral pulmonary arteries, all (or many),Liver,Liver,Pancreas (Exocrine Pancreas),Interstitial tissue of kidney,Ovarian follicle,Skin,Female breast, left,Coxafemoral joint,Intervetrebral disc,|SPONDYLOSIS/BONE, VERTEBRAE, C5-6, C7-T1, T4-6, T7-8, L3-4, L7-S1/ (INCD12),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-3828|1|5791|Intervertebral disk syndrome,Hemorrhage, acute,Displacement, inferior chronic,Inflammation,Disease or syndrome of respiratory system,Inflammation, acute,Inflammation, acute,Inflammation, acute,Inflammation,Inflammation, acute,Hyperplasia,Neoplastic disease, benign,Leiomyoma, benign,Lymphocytic infiltrate,Hyperplasia, nodular,Degeneration,Lymphosarcoma, malignant,Neoplastic disease, malignant,Hyperplasia, cystic,Avascular necrosis, acute/recent,Atrophy,Atrophy,Atrophy,Atrophy,Atrophy,Histiocytosis, sinus,Perianal gland adenocarcinoma, malignant, metastatic site,Neoplastic disease, metastatic,Hyperplasia, nodular,Neoplastic disease, benign,Adenoma, benign,Hemangioma, benign,Neoplastic disease, benign,Hemangioma, benign,Neoplastic disease, benign,Lipoma, benign,Neoplastic disease, benign,Acariasis,Neoplastic disease, benign,Sebaceous adenoma, benign, well differentiated,Intervertebral disk syndrome,Neoplastic disease, benign,Sebaceous adenoma, benign, well differentiated,Cyst, epithelial inclusion,Cyst,Neoplastic disease, benign,Sebaceous adenoma, benign, well differentiated,Cyst, epithelial inclusion,Disease or syndrome of skeletal system,Fracture, ununited,Disease or syndrome of skeletal system,Spondylosis,|Intervertebral disc of lumbar veterbra,Subdural space, spinal region,Intervetrebral disc,Terminal bronchiole and lung,Aspiration, gastric contents,Tracheobronchial lymph node,Sternal lymph node,Mediastinal lymph node,Trachea,Nasal turbinate,Pancreas (Exocrine Pancreas),Stomach,Small intestine,Liver,Centrilobular region of liver,Kidney,Prostate,Testis, left,Hepatic lymph node,Lymph node of neck (Cervical lymph node),Tracheobronchial lymph node,Mediastinal lymph node,Sternal lymph node,Popliteal lymph node,Iliac lymph node,Adrenal cortex,Pituitary anterior lobe (Pars Glandularis),Subcutaneous tissue of back,Subcutaneous tissue,Subcutaneous tissue of thorax,Frontal sinus,PERIANAL GLAND,Intervertebral disc of cervical vertebra,PERIANAL GLAND,Skin of chest,Subcutaneous tissue of thorax,PERIANAL GLAND,Skin of elbow,Fibula,Intervetrebral disc,|SPONDYLOSIS/BONE, VERTEBRAE, C6-7, L1-3, L4-5/SKELETAL DISEASE/ (INCD25),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-3907|1|5168|Retention of fluid  (Hydronephrosis),Neoplastic disease, benign,Fibroma, benign,Hyperplasia,Inflammation, chronic,Fibrosis,Hyperplasia,Inflammation, subacute,Degeneration,Lipogranuloma,Degeneration, diffuse/generalized,Hyperplasia, cystic, multifocal,Hemosiderosis, (siderosis),Sebaceous adenoma, benign,Neoplastic disease, benign,Kidney disease,Inflammation, chronic,Disease or syndrome of skeletal system,Spondylosis,|Renal pelvis,Kidney,Parathyroid gland,Interstitial tissue of kidney,Lung,Alveolar epithelium,Stomach,Liver,Liver,Testis,Prostate,Spleen,Sebaceous gland,Renal function, absent,Kidney and pelvis,Intervetrebral disc,|SPONDYLOSIS/BONE, VERTEBRAE, T 13-L4, L7 - S1/SKELETAL DISEASE/ (INCD10),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-3936|1|5867|Bile stasis,Inflammation, multifocal/multiple/segmental,Degeneration,Lipogranuloma, multifocal/multiple/segmental,Hyperplasia, nodular, multifocal,Fibrosis,Inflammation,Hyperplasia, multifocal,Endocardiosis,Inflammation, multifocal/multiple/segmental,Leiomyoma, benign,Neoplastic disease, benign,Neoplastic disease, benign,Lipoma, benign,Hyperplasia, nodular,Cyst,Hyperplasia, nodular,Hyperplasia,Hyperplasia,Hyperplasia,Papillary adenoma, complex, benign,Neoplastic disease, benign,Neoplastic disease, benign,Papillary adenoma, benign,Acariasis,Degenerative arthropathy,Degeneration,Hyperplasia, lobular,Degenerative arthropathy,Degeneration,Adenoma, benign,Neoplastic disease, benign,Neoplastic disease, benign,Adenoma, complex, benign,Neoplastic disease, malignant w/evidence of metastasis,Adenocarcinoma, complex, w/evidence of metastasis,Disease of liver,Mixed tumor (Pleomorphic adenoma), benign,Neoplastic disease, benign,Neoplastic disease, benign,Adenoma, benign,Adenoma, complex, benign,Neoplastic disease, benign,Neoplastic disease, benign,Cystadenoma, benign,Disease or syndrome of skeletal system,Spondylosis,|Gallbladder,Liver,Liver,Liver,Liver,Lung, Interstitial tissue of,Lung, Interstitial tissue of,Alveolar epithelium,Mitral valve,Nasal turbinate,Stomach,Spleen,Spleen,Rete ovarii,Adrenal cortex,Thyroid parafollicular cell,Parathyroid cheif cell,Pituitary chromophobe cell,Mammary gland,Mammary gland,Frontal sinus,Elbow joint,Skin of eyelid,Stifle joint,Mammary gland #3, right,Female breast, left,Mammary gland #2, left,Liver,Liver function, decreased,Mammary gland #2, left,Mammary gland #3, left,Mammary gland #4, right,Female breast, left,Intervetrebral disc,|SPONDYLOSIS/BONE, VERTEBRAE, C5-7, T1-2, L1-3, L7-S1/SKELETAL DISEASE/ (INCD25),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-3965|1|5002|Disease or syndrome of cardiovascular system,Necrosis, acute/recent,Avascular necrosis, acute/recent,Hemorrhage, acute,Degeneration,Inflammation, chronic,Fibrosis,Adenoma, benign,Neoplastic disease, benign,Atrophy,Inflammation, chronic,Hyperplasia, lymphoid,Hyperplasia, lymphoid,Atrophy,Sebaceous adenoma, benign,Neoplastic disease, benign,Cyst, epithelial inclusion,Disease or syndrome of skin,Fibrosis,Degeneration, hyaline focal,Metaplasia, osseous,Cyst, epithelial inclusion,Epithelioma, benign,Neoplastic disease, benign,Inflammation, chronic,Squamous cell carcinoma, malignant (epidermoid carcinoma),Neoplastic disease, malignant,Autoimmune disease,Inflammation,Spondylosis,Disease or syndrome of skeletal system,Prognathism,Neoplastic disease, benign,Leydig cell tumor, uncertain whether benign or malignant,Atrophy,|Heart,Renal tubule,Pancreas (Exocrine Pancreas),Pancreas (Exocrine Pancreas),Interstitial tissue of kidney,Periportal bile ductile,Parathyroid gland,Testis,Prostate,Popliteal lymph node,Retropharyngeal lymph node,Thyroid gland,Sebaceous gland,Skin of chest,Alveolar wall,Lung,Lung,Skin,Skin,Pinna of ear,Skin,Dermis,Intervetrebral disc,Mandible,Interstitial tissue of testis,Testis,|ATROPHY/TESTICLE/ (INCD12),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-4003|1|5581|Edema,Edema,Neoplastic disease, benign,Follicular adenoma, benign,Hyperplasia, nodular,Neoplastic disease, benign,Sebaceous adenoma, benign,Hyperplasia, nodular,Hyperplasia, glandular,Inflammation, chronic,Cyst, multiple,Disease or syndrome of skeletal system,Spondylosis,Degenerative arthropathy,Degeneration,Neoplastic disease, malignant,Adenocarcinoma, malignant,Fibropapilloma, benign,Neoplastic disease, benign,Solid carcinoma, malignant,Neoplastic disease, malignant,Adenoma, complex, benign,Neoplastic disease, benign,Neoplastic disease, malignant w/evidence of metastasis,Adenocarcinoma, complex, w/evidence of metastasis,Mixed tumor (Pleomorphic adenoma), benign,Neoplastic disease, benign,Neoplastic disease, benign,Adenoma, benign,Neoplastic disease, benign,Adenoma, complex, benign,|Lung,Subcutaneous tissue of hindlimb and hip,Thyroid follicle,Adrenal cortex,Sebaceous gland,Liver,Female breast, right,Interstitial tissue of kidney,Epoophoron,Intervertebral disc of lumbar veterbra,Stifle joint,Mammary gland,Tongue,Mammary gland #5, left,Mammary gland,Female breast, left,Mammary gland #3, right,Tarsal gland,Mammary gland,|ADENOMA, COMPLEX/MAMMARY GLAND, R4, R5, L5/NEOPLASIA/ (INCD13),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-4077|1|3329|Acariasis,Atrophy,Histiocytosis,Histiocytosis,Hematopoietic cell proliferation,Hematopoietic cell proliferation,Disease or syndrome of skeletal system,Spondylosis,Neoplastic disease, malignant,Amelanotic melanoma, malignant,|Frontal sinus,Tracheobronchial lymph node,Sternal lymph node,Mediastinal lymph node,Sternal lymph node,Mediastinal lymph node,Intervertebral disc of lumbar veterbra,Skin,|MELANOMA, MALIGNANT, AMELANOTIC/SKIN/NEOPLASIA/ (PCOD),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-4087|1|5032|Disease type or category unknown,Hemorrhage, acute,Nephrosis,Disease or syndrome of respiratory system,Edema,Congestion,Neoplastic disease, malignant w/evidence of metastasis,Lymphosarcoma, w/evidence of metastasis,Neoplastic disease, benign,Adenoma, benign,Infarct,Neoplastic disease, benign,Leydig cell tumor, uncertain whether benign or malignant,Hyperplasia, nodular,Depletion,Degenerative arthropathy,Degeneration,Hyperplasia, nodular,Pilomatrixoma, benign (Calcifying epithelioma),Neoplastic disease, benign,Hyperplasia, cystic,Tonic-clonic seizure syndrome,Disease or syndrome of skeletal system,Spondylosis,|Pancreas (Exocrine Pancreas),Renal tubule,Respiratory failure,Lung,Lung,Lung,Mesenteric lymph node,Pituitary gland,Kidney,Interstitial tissue of testis,Liver,Lymphatic follicle of spleen (Spleenic white pulp),Coxafemoral joint,Adrenal cortex,Skin of shoulder,Prostate,Seizure (Epileptic episode),Brain,Intervetrebral disc,|SPONDYLOSIS/BONE, VERTEBRAE, T 12-13, L4-6/SKELETAL DISEASE/ (INCD10),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-4595|1|4572|Hemangiosarcoma (Angiosarcoma), w/evidence of metastasis,Neoplastic disease, malignant w/evidence of metastasis,Effusion, serous,Congestion, passive chronic,Histiocytosis,Hemorrhage,Hematopoietic cell proliferation,Neoplastic disease, malignant,Lymphosarcoma, malignant,Degeneration, hyaline,Degeneration, hyaline,Inflammation, chronic,Hyperplasia, nodular,Hyperplasia, glandular,Neoplastic disease, benign,Leydig cell tumor, uncertain whether benign or malignant,Degeneration,Degenerative arthropathy,Degenerative arthropathy,Degeneration,Funnel chest (T-Y2100),Disease or syndrome of skeletal system,Spondylosis,|Atrium, right,Peritoneal cavity,Liver,Lymph node,Pericardial cavity,Lymph node,Adrenal gland,Lung,Peripheral pulmonary arteries, all (or many),Interstitial tissue of kidney,Pancreas (Exocrine Pancreas),Prostate,Interstitial tissue of testis,Coxafemoral joint,Elbow joint,Thorax,Vertebra,|SPONDYLOSIS/BONE, VERTEBRAE, T 13 - L1, L4 - L5/ (INCD11),|
1005-12-1|n/a,n/a|1| 400|none (controls)||unit code not relevant|not applicable or not supplied| n/a|12 (12 in ERA)|Dog|Dog, Beagle|Both|need def 11|Dogs were given semi-annual medical examinations including radiographic surveys and complete blood work-ups throughout life. Dogs were euthanized when moribund or to prevent unnecessary pain. The necropsy protocol included histopathological observation of all body tissues, with special emphasis on the respiratory tract and tissues or organs that had been clinically dysfunctional|1005-12-1-4640|1|1908|Degeneration,Congestion,Hemorrhage,Degeneration,Tonic-clonic seizure syndrome,|Hippocampus,Adrenal gland,Lung,Distal convoluted renal tubule,Seizure (Epileptic episode),Brain,|BRAIN/EPILEPSY/SEIZURE (PCOD),|
