Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
16-2-1|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:16.7,Unit:grays,Application:External exposure, Remarks:Sr-90  source 40 mm 3Gy/min|5 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-2|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:23.4,Unit:grays,Application:External exposure, Remarks:Sr-90  source 40 mm 3Gy/min|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-3|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:26.7,Unit:grays,Application:External exposure, Remarks:Sr-90  source 40 mm 3Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-4|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:30,Unit:grays,Application:External exposure, Remarks:Sr-90  source 40 mm 3Gy/min|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-5|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:33,Unit:grays,Application:External exposure, Remarks:Sr-90  source 40 mm 3Gy/min|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-6|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:40,Unit:grays,Application:External exposure, Remarks:Sr-90  source 40 mm 3Gy/min|5 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-7|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:16.7,Unit:grays,Application:External exposure, Remarks:Sr-90  source 22.5 mm|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-8|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:23.4,Unit:grays,Application:External exposure, Remarks:Sr-90  source 22.5 mm|29 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-9|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:26.7,Unit:grays,Application:External exposure, Remarks:Sr-90  source 22.5 mm|50 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-10|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:33,Unit:grays,Application:External exposure, Remarks:Sr-90  source 22.5 mm|31 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-11|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:40,Unit:grays,Application:External exposure, Remarks:Sr-90  source 22.5 mm|27 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-12|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:52,Unit:grays,Application:External exposure, Remarks:Sr-90  source 22.5 mm|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-13|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:30,Unit:grays,Application:External exposure, Remarks:Sr-90  source 15 mm|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-14|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:45,Unit:grays,Application:External exposure, Remarks:Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-15|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:60,Unit:grays,Application:External exposure, Remarks:Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-16|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:75,Unit:grays,Application:External exposure, Remarks:Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-17|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:90,Unit:grays,Application:External exposure, Remarks:Sr-90  source 15 mm|11 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-18|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:105,Unit:grays,Application:External exposure, Remarks:Sr-90  source 15 mm|4 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-19|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:23,Unit:grays,Application:External exposure, Remarks:Sr-90  source 11 mm|6 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-20|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:33,Unit:grays,Application:External exposure, Remarks:Sr-90  source 11 mm|12 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-21|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:44,Unit:grays,Application:External exposure, Remarks:Sr-90  source 11 mm|15 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-22|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:66,Unit:grays,Application:External exposure, Remarks:Sr-90  source 11 mm|14 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-23|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:99,Unit:grays,Application:External exposure, Remarks:Sr-90  source 11 mm|13 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-24|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:120,Unit:grays,Application:External exposure, Remarks:Sr-90  source 11 mm|4 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-25|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:25,Unit:grays,Application:External exposure, Remarks:Sr-90  source 5 mm|18 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-26|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:40,Unit:grays,Application:External exposure, Remarks:Sr-90  source 5 mm|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-27|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:50,Unit:grays,Application:External exposure, Remarks:Sr-90  source 5 mm|8 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-28|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:75,Unit:grays,Application:External exposure, Remarks:Sr-90  source 5 mm|28 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-29|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:100,Unit:grays,Application:External exposure, Remarks:Sr-90  source 5 mm|30 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-30|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:125,Unit:grays,Application:External exposure, Remarks:Sr-90  source 5 mm|10 (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-31|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:150,Unit:grays,Application:External exposure, Remarks:Sr-90  source 2 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-32|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:300,Unit:grays,Application:External exposure, Remarks:Sr-90  source 2 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-33|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:400,Unit:grays,Application:External exposure, Remarks:Sr-90  source 2 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-34|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:500,Unit:grays,Application:External exposure, Remarks:Sr-90  source 2 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-35|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:750,Unit:grays,Application:External exposure, Remarks:Sr-90  source 2 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-36|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:70,Unit:grays,Application:External exposure, Remarks:Sr-90  source 1 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-37|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:150,Unit:grays,Application:External exposure, Remarks:Sr-90  source 1 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-38|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:300,Unit:grays,Application:External exposure, Remarks:Sr-90  source 1 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
16-2-39|n/a,n/a|Sequence:1, Age:245,Type:ß-rays,Quantity:500,Unit:grays,Application:External exposure, Remarks:Sr-90  source 1 mm| (0 in ERA)|Livestock|Pig large white|Female|Unknown|Skin erythema, moist desquamation and late dermal atrophy|No information on individuals available for this study
