Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1-3-1|Cm-Bq 0,n/a|Sequence:1, Age:70,Type:none (controls),Quantity:0,Unit:becquerels,Application:Inhalation, Remarks:n/a|124 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study,0 for radiochem.|No information on individuals available for this study
1-3-2|Cm-Sh-Bq 0,n/a|Sequence:1, Age:70,Type:Al silicate,Quantity:0,Unit:becquerels,Application:Inhalation, Remarks:Inhalation non radioactive FAP|372 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 40 mice for radiochemistry|No information on individuals available for this study
1-3-3|Cm-Bq 17,n/a|Sequence:1, Age:70,Type:Cm-242 particles,Quantity:17,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|111 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-4|Cm-Bq 49,n/a|Sequence:1, Age:70,Type:Cm-242 particles,Quantity:49,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|118 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-5|Cm-Bq 81,n/a|Sequence:1, Age:70,Type:Cm-242 particles,Quantity:81,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|101 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-6|Cm-Bq 142,n/a|Sequence:1, Age:70,Type:Cm-242 particles,Quantity:142,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|112 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-7|Ca-Bq 919,n/a|Sequence:1, Age:70,Type:Ca-45 particles,Quantity:919,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|113 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-8|Ca-Bq 3000,n/a|Sequence:1, Age:70,Type:Ca-45 particles,Quantity:3000,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|109 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-9|Ca-Bq 6000,n/a|Sequence:1, Age:70,Type:Ca-45 particles,Quantity:6000,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|113 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 50 mice for radiochemistry|No information on individuals available for this study
1-3-10|Ca-Bq 8900,n/a|Sequence:1, Age:70,Type:Ca-45 particles,Quantity:8900,Unit:becquerels,Application:Inhalation, Remarks:single nose inhalation|109 (0 in ERA)|Mouse|Mouse, CBA/CA|Female|Young Adult|lifespan study additional 44 mice for radiochemistry|No information on individuals available for this study
		
