Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
10-4-1|n/a,n/a|Sequence:1, Age:91,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|291 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-2|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:0.25,Unit:grays,Application:External exposure, Remarks:thorax exposure|61 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-3|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:thorax exposure|62 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-4|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:1,Unit:grays,Application:External exposure, Remarks:thorax exposure|67 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-5|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:2,Unit:grays,Application:External exposure, Remarks:thorax exposure|56 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-6|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:thorax exposure|69 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-7|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:3,Unit:grays,Application:External exposure, Remarks:thorax exposure|32 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-8|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:4,Unit:grays,Application:External exposure, Remarks:thorax exposure|45 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-9|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:5,Unit:grays,Application:External exposure, Remarks:thorax exposure|45 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
10-4-10|n/a,n/a|Sequence:1, Age:91,Type:X-rays local,Quantity:6,Unit:grays,Application:External exposure, Remarks:thorax exposure|48 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Young Adult|sacrificed 1 year|No information on individuals available for this study
