Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
2-15-1|BPm-mg 0.003,10/78|1| 92|benzopyrene|0.003|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-1-1|1|316|Other deterministic changes|Lower respiratory system|n/a|
2-15-1|BPm-mg 0.003,10/78|1| 92|benzopyrene|0.003|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-1-2|1|764|Other deterministic changes|Lower respiratory system|n/a|
2-15-1|BPm-mg 0.003,10/78|1| 92|benzopyrene|0.003|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study 
|2-15-1-3|1|852|Neoplasia malignant|Thyroid and parathyroid glands among endocrine systems,MA: 0000129 - thyroid gland|,MPATH: 278 - follicular adenocarcinoma|
2-15-1|BPm-mg 0.003,10/78|1| 92|benzopyrene|0.003|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-1-4|1|912|Other deterministic changes|Lower respiratory system|n/a|
2-15-1|BPm-mg 0.003,10/78|1| 92|benzopyrene|0.003|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-1-5|1|925|Other deterministic changes|Lower respiratory system|n/a|
2-15-2|BPm-mg 0.01,10/78|1| 92|benzopyrene|0.01|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-2-1|2|652|Neoplasia benign|Upper digestive tract,MA: 0000346 - salivary gland|,MPATH: 218 - neoplasm|
2-15-2|BPm-mg 0.01,10/78|1| 92|benzopyrene|0.01|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-2-2|2|652|Neoplasia malignant|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 408 - soft tissue fibrosarcoma|
2-15-2|BPm-mg 0.01,10/78|1| 92|benzopyrene|0.01|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-2-3|2|827|Other deterministic changes|Lower respiratory system|n/a|
2-15-2|BPm-mg 0.01,10/78|1| 92|benzopyrene|0.01|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-2-4|2|975|Other deterministic changes|Lower respiratory system|n/a|
2-15-2|BPm-mg 0.01,10/78|1| 92|benzopyrene|0.01|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-2-5|2|986|Other deterministic changes|Lower respiratory system|n/a|
2-15-3|BPmf-mg 0.03,10/78|1| 92|benzopyrene|0.03|milligrams|Injection, intramuscular| IM inject.|5 (5 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-15-3-1|3|17|Other deterministic changes|Lower respiratory system|n/a|
