Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1005-31-1|n/a,n/a|Sequence:1, Age:84,Type:shamexposed,Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|504 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-2|n/a,n/a|Sequence:1, Age:84,Type:shamexposed,Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|504 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-3|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:3.5,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|503 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-4|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:3.5,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|502 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-5|n/a,n/a|Sequence:1, Age:84,Type:X-rays whole body,Quantity:3.5,Unit:grays,Application:External exposure, Remarks:whole body fractionated 10 doses 1 d apart|146 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-6|n/a,n/a|Sequence:1, Age:84,Type:X-rays whole body,Quantity:3.5,Unit:grays,Application:External exposure, Remarks:whole body fractionated 10 doses 1 d apart|144 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-7|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:5.8,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|251 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-8|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:5.8,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|249 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-9|n/a,n/a|Sequence:1, Age:84,Type:X-rays whole body,Quantity:5.8,Unit:grays,Application:External exposure, Remarks:whole body fractionated 10 doses 1 d apart|253 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-10|n/a,n/a|Sequence:1, Age:84,Type:X-rays whole body,Quantity:5.8,Unit:grays,Application:External exposure, Remarks:whole body fractionated 10 doses 1 d apart|250 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-11|n/a,n/a|Sequence:1, Age:84,Type:X-rays whole body,Quantity:5.8,Unit:grays,Application:External exposure, Remarks:single whole body|250 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-12|n/a,n/a|Sequence:1, Age:84,Type:X-rays whole body,Quantity:5.8,Unit:grays,Application:External exposure, Remarks:single whole body|250 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-13|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:11,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|120 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-14|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:11,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|118 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-15|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:38,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|60 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
1005-31-16|n/a,n/a|Sequence:1, Age:84,Type:X-rays local,Quantity:38,Unit:grays,Application:External exposure, Remarks:thorax fractionated 10 doses 1 d apart|60 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Female|Young Adult|Lifespan and lung pathology|No information on individuals available for this study
		
