Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-1|1|45|Other deterministic changes|Lower respiratory system|n/a|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-2|1|76|Other deterministic changes|Lower respiratory system|n/a|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology 
|9-5-1-3|1|126|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-4|1|128|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-5|1|321|Other deterministic changes|Lower respiratory system|n/a|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-6|1|335|Other deterministic changes|Lower respiratory system|n/a|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-7|1|352|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-8|1|357|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-9|1|365|Other deterministic changes|Lower respiratory system|n/a|
9-5-1|XB-Gy  0,n/a|1| 84|none (controls)||unit code not relevant|not applicable or not supplied| Controls|324 (324 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-5-1-10|1|382|Other deterministic changes|Lower respiratory system|n/a|
