Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
19-11-1|n/a,n/a|Sequence:1, Age:73,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|90 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice of rats in 1, 2, 4, 8, 16, 24, 32, 48, 64 days after plutonium injection, Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-2|n/a,n/a|Sequence:1, Age:45,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|100 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice of rats in 1, 2, 4, 8, 16, 24, 32, 48, 64 days after plutonium injection, Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-3|n/a,n/a|Sequence:1, Age:24,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|110 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice of rats in 1, 2, 4, 8, 16, 24, 32, 48, 64 days after plutonium injection, Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-4|n/a,n/a|Sequence:1, Age:73,Type:Pu-239 citrate,Quantity:10.6,Unit:kilobecquerels per kilogram animal,Application:Inhalation, Remarks:as citrate pH 6.5 10.6 ± 0,7 kBq|110 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-4|n/a,n/a|Sequence:2, Age:73,Type:Pentacinum,Quantity:100,Unit:milligrams per kg animal,Application:Injection, subcutaneously, Remarks:subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|110 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-5|n/a,n/a|Sequence:1, Age:45,Type:Pu-239 citrate,Quantity:6.1,Unit:kilobecquerels per kilogram animal,Application:Inhalation, Remarks:as citrate pH 6.5 6.1 ± 0.6 kBq|110 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-5|n/a,n/a|Sequence:2, Age:45,Type:Pentacinum,Quantity:100,Unit:milligrams per kg animal,Application:Injection, subcutaneously, Remarks:subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|110 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-6|n/a,n/a|Sequence:1, Age:24,Type:Pu-239 citrate,Quantity:2.3,Unit:kilobecquerels per kilogram animal,Application:Inhalation, Remarks:as citrate pH 6.5 
10.6 ± 0.7 kBq6.1 ± 0.6 kBq
2.3 ± 0.2 kBq|120 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-6|n/a,n/a|Sequence:2, Age:24,Type:Pentacinum,Quantity:100,Unit:milligrams per kg animal,Application:Injection, subcutaneously, Remarks:subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|120 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-7|n/a,n/a|Sequence:1, Age:73,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|62 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-7|n/a,n/a|Sequence:2, Age:73,Type:Pentacinum,Quantity:100,Unit:milligrams per kg animal,Application:Injection, subcutaneously, Remarks:subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|62 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-8|n/a,n/a|Sequence:1, Age:45,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|63 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-8|n/a,n/a|Sequence:2, Age:45,Type:Pentacinum,Quantity:100,Unit:milligrams per kg animal,Application:Injection, subcutaneously, Remarks:subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|63 (0 in ERA)|Rat|Rat Wistar|Female|Juvenile|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-9|n/a,n/a|Sequence:1, Age:24,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|65 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-9|n/a,n/a|Sequence:2, Age:24,Type:Pentacinum,Quantity:100,Unit:milligrams per kg animal,Application:Injection, subcutaneously, Remarks:subcutaneous single injection 1 or 0.5 hours before, or 1, 3 or 6 hours after plutonium application|65 (0 in ERA)|Rat|Rat Wistar|Female|Infant|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
19-11-10|n/a,n/a|Sequence:1, Age:73,Type:Pu-239 citrate,Quantity:111,Unit:kilobecquerels per kilogram animal,Application:Injection, subcutaneously, Remarks:as citrate pH 6.5|45 (0 in ERA)|Rat|Rat Wistar|Female|Adult|Sacrifice three days after (last) pentacinum injection Radiometry of 9 organs and tissues|No information on individuals available for this study
