Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-1|1|319|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-2|1|333|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-3|1|523|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-4|1|526|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-5|1|529|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-6|1|547|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-7|1|571|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-8|1|571|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-9|1|571|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-10|1|571|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-11|1|571|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-12|1|577|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-13|1|581|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-14|1|631|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-15|1|645|n/a|n/a|n/a|
1003-24-1|n/a,QO|1| 100|shamexposed|0|grays|External exposure| code 00|330 (330 in ERA)|Mouse|Mouse, B6CF1|Male|Juvenile|310 records survival 887 ± 11 lifespan study|1003-24-1-16|1|653|n/a|n/a|n/a|
