Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1006-3-1|Placental transfer of strontium-90,?|1| n/a|Np-237||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|1 (1 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-1-166|1|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-77|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-80|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-103|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-106|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-108|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-114|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-131|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-145|2|n/a|n/a|n/a|n/a|
1006-3-2|Placental transfer and oral administration using a milk vehicle of strontium-90,?|1| n/a|Pu-238 citrate||code was present in 2006 version of db, translation unknown|Injection, intraperitoneal| n/a|9 (9 in ERA)|Monkeys|Cynomolgus monkey|Both|Adult|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-2-186|2|n/a|n/a|n/a|n/a|
1006-3-3|Placental transfer of strontium-90,?|1| n/a|Pu-238 citrate||unit code not relevant|Injection, intraperitoneal| n/a|16 (16 in ERA)|Monkeys|Rhesus monkey, (Macaca mulatta)|Both|Infant|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-3-79|3|n/a|n/a|n/a|n/a|
1006-3-3|Placental transfer of strontium-90,?|1| n/a|Pu-238 citrate||unit code not relevant|Injection, intraperitoneal| n/a|16 (16 in ERA)|Monkeys|Rhesus monkey, (Macaca mulatta)|Both|Infant|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-3-89|3|n/a|n/a|n/a|n/a|
1006-3-3|Placental transfer of strontium-90,?|1| n/a|Pu-238 citrate||unit code not relevant|Injection, intraperitoneal| n/a|16 (16 in ERA)|Monkeys|Rhesus monkey, (Macaca mulatta)|Both|Infant|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-3-94|3|n/a|n/a|n/a|n/a|
1006-3-3|Placental transfer of strontium-90,?|1| n/a|Pu-238 citrate||unit code not relevant|Injection, intraperitoneal| n/a|16 (16 in ERA)|Monkeys|Rhesus monkey, (Macaca mulatta)|Both|Infant|Excreta was collected and analyzed to estimate radionuclide kinetics. Animals were periodically whole-body counted. At necropsy, all bones and tissues were analyzed.|1006-3-3-99|3|n/a|n/a|n/a|n/a|
