Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
13-22-1|ConCs-MBq 0,n/a|Sequence:1, Age:n/a,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|n/a|No information on individuals available for this study
13-22-2|Csa-25d-MBq 2220,n/a|Sequence:1, Age:25,Type:Cs-137 chloride,Quantity:2220,Unit:kilobecquerels,Application:Injection, intraperitoneal, Remarks:3 ip inject a 740 kBq d interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|acute effects|No information on individuals available for this study
13-22-3|Csl/100d-MBq 2220,n/a|Sequence:1, Age:100,Type:Cs-137 chloride,Quantity:2220,Unit:kilobecquerels,Application:Injection, intraperitoneal, Remarks:3 ip inject a 740 kBq d interval|47 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|lifespan|No information on individuals available for this study
13-22-4|Csa-25d-MBq 2220,n/a|Sequence:1, Age:25,Type:Cs-137 chloride,Quantity:2220,Unit:kilobecquerels,Application:Injection, intraperitoneal, Remarks:3 ip inject. a 740 kBq d interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|acute effects|No information on individuals available for this study
13-22-5|Csl-100d-MBq 2220,n/a|Sequence:1, Age:100,Type:Cs-137 chloride,Quantity:2220,Unit:kilobecquerels,Application:Injection, intraperitoneal, Remarks:3 ip inject. a 740 kBq d interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|lifespan|No information on individuals available for this study
13-22-6|Ga-Gy 3,n/a|Sequence:1, Age:25,Type:gamma-rays Co-60,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Infant|acute effects|No information on individuals available for this study
13-22-7|Ga-Gy 3,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|57 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|lifespan|No information on individuals available for this study
13-22-8|Ga-100d Gy 3,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:50,Unit:milligrays per day,Application:External exposure, Remarks:whole body lifetime expos.|30 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|lifespan|No information on individuals available for this study
13-22-9|Gc-100d-Gy 3,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:50,Unit:milligrays per day,Application:External exposure, Remarks:whole body lifetime expos.|51 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|lifespan|No information on individuals available for this study
		
