Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology 
|9-4-1-1|1|100|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-2|1|172|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-3|1|346|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-4|1|374|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-5|1|403|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-6|1|415|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-7|1|435|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-8|1|439|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-9|1|445|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-10|1|452|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-11|1|458|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-12|1|478|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-13|1|482|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-14|1|489|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-15|1|496|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-16|1|497|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-17|1|507|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-18|1|514|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-19|1|520|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-20|1|520|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-21|1|523|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-22|1|524|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-23|1|533|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-24|1|536|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-25|1|540|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-26|1|546|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-27|1|558|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-28|1|565|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-29|1|575|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-30|1|592|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-31|1|593|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-32|1|593|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-33|1|595|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-34|1|605|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-35|1|606|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-36|1|619|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-37|1|623|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-38|1|624|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-39|1|631|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-40|1|635|Neoplasia systemic|Haematolymphatic system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-41|1|635|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-42|1|638|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-43|1|639|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-44|1|646|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-45|1|647|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-46|1|649|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-47|1|650|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-48|1|654|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-49|1|664|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-50|1|667|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-51|1|679|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-52|1|685|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-53|1|686|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-54|1|689|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-55|1|698|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-56|1|700|Degenerative changes|Kidney among urinary system diseases,MA: 0000368 - kidney|,MPATH: 1 - cell and tissue damage|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-57|1|703|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-58|1|704|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-59|1|709|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-60|1|713|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-61|1|721|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-62|1|723|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-63|1|724|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-64|1|727|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-65|1|739|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-66|1|742|Neoplasia malignant|Other local manifestations and miscellaneus|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-67|1|742|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-68|1|745|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-69|1|748|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-70|1|752|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-71|1|753|Neoplasia malignant|Lower respiratory system,MA: 0000415 - lung|,MPATH: 549 - carcinoma|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-72|1|755|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-73|1|763|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-74|1|764|Other deterministic changes|Lower respiratory system|n/a|
9-4-1|XB-Gy 0,n/a|1| 84|none (controls)|0|unit code not relevant|not applicable or not supplied| n/a|155 (155 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Young Adult|Lifespan study macro/microscopic pathology|9-4-1-75|1|776|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
