Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
2-17-1|Gy-0,n/a|Sequence:1, Age:0,Type:none (controls),Quantity:0,Unit:grays,Application:External exposure, Remarks:n/a|56 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-2|G0.3Gy/d-Gy 0.,n/a|Sequence:1, Age:0,Type:gamma-rays Co-60,Quantity:0.6,Unit:grays,Application:External exposure, Remarks:0.015 Gy/d|66 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-3|G0.1Gy/d-Gy 2,n/a|Sequence:1, Age:0,Type:gamma-rays Co-60,Quantity:2,Unit:grays,Application:External exposure, Remarks:0.01 Gy/d|68 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-4|G0.25Gy/d-Gy 5,n/a|Sequence:1, Age:0,Type:gamma-rays Co-60,Quantity:5,Unit:grays,Application:External exposure, Remarks:0.25 Gy/d|18 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-5|G0.375Gy/d-Gy 7.,n/a|Sequence:1, Age:0,Type:gamma-rays Co-60,Quantity:7.5,Unit:grays,Application:External exposure, Remarks:0.375 Gy/d|24 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-6|N0.015Gy/d-Gy 0.,n/a|Sequence:1, Age:0,Type:neutrons C-252,Quantity:0.3,Unit:grays,Application:External exposure, Remarks:0.015 Gy/d|51 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-7|N0.03Gy/d-Gy 0.6,n/a|Sequence:1, Age:0,Type:neutrons C-252,Quantity:0.6,Unit:grays,Application:External exposure, Remarks:0.03 Gy/d|66 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-8|N0.05Gy/d-Gy 1,n/a|Sequence:1, Age:0,Type:neutrons C-252,Quantity:1,Unit:grays,Application:External exposure, Remarks:0.05 Gy/d|30 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-9|N0.1Gy/d-Gy 2,n/a|Sequence:1, Age:0,Type:neutrons C-252,Quantity:2,Unit:grays,Application:External exposure, Remarks:0.1 Gy/d|68 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
2-17-10|N0.15Gy/d-Gy 3,n/a|Sequence:1, Age:0,Type:neutrons C-252,Quantity:3,Unit:grays,Application:External exposure, Remarks:0.15 Gy/d|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Prenatal|brain weight + histology|No information on individuals available for this study
		
