Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
2001-16-1|n/a,n/a|Sequence:1, Age:56,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|258 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-2|n/a,n/a|Sequence:1, Age:56,Type:neutrons 1-10 MeV,Quantity:0.05,Unit:grays,Application:External exposure, Remarks:cyclotron [9Be(d, n)10B] at a dose rate of 0.152 Gy/min|247 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-3|n/a,n/a|Sequence:1, Age:56,Type:neutrons 1-10 MeV,Quantity:0.1,Unit:grays,Application:External exposure, Remarks:cyclotron [9Be(d, n)10B] at a dose rate of 0.152 Gy/min|262 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-4|n/a,n/a|Sequence:1, Age:56,Type:neutrons 1-10 MeV,Quantity:0.2,Unit:grays,Application:External exposure, Remarks:cyclotron [9Be(d, n)10B] at a dose rate of 0.152 Gy/min|212 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-5|n/a,n/a|Sequence:1, Age:56,Type:neutrons 1-10 MeV,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:cyclotron [9Be(d, n)10B] at a dose rate of 0.152 Gy/min|157 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-6|n/a,n/a|Sequence:1, Age:56,Type:neutrons 1-10 MeV,Quantity:1,Unit:grays,Application:External exposure, Remarks:cyclotron [9Be(d, n)10B] at a dose rate of 0.152 Gy/min|158 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-7|n/a,n/a|Sequence:1, Age:56,Type:neutrons 1-10 MeV,Quantity:2,Unit:grays,Application:External exposure, Remarks:cyclotron [9Be(d, n)10B] at a dose rate of 0.152 Gy/min|158 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-8|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays Cs-137,Quantity:0.2,Unit:grays,Application:External exposure, Remarks:Cs-137 gamma-ray source at a dose rate of 0.65 Gy/min|260 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-9|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays Cs-137,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:Cs-137 gamma-ray source at a dose rate of 0.65 Gy/min|260 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-10|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays Cs-137,Quantity:1,Unit:grays,Application:External exposure, Remarks:Cs-137 gamma-ray source at a dose rate of 0.65 Gy/min|210 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-11|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays Cs-137,Quantity:2,Unit:grays,Application:External exposure, Remarks:Cs-137 gamma-ray source at a dose rate of 0.65 Gy/min|163 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-12|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays Cs-137,Quantity:3,Unit:grays,Application:External exposure, Remarks:Cs-137 gamma-ray source at a dose rate of 0.65 Gy/min|158 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
2001-16-13|n/a,n/a|Sequence:1, Age:65,Type:gamma-rays Cs-137,Quantity:4,Unit:grays,Application:External exposure, Remarks:Cs-137 gamma-ray source at a dose rate of 0.65 Gy/min|158 (0 in ERA)|Mouse|Mouse C3H/HeH|Male|Young Adult|Life span and tumor incidence with macroscopic / microscopic pathological observations|No information on individuals available for this study
		
