Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
2-19-1|n/a,n/a|Sequence:1, Age:120,Type:none (controls),Quantity:0,Unit:grays,Application:External exposure, Remarks:n/a|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-2|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:15,Unit:grays,Application:External exposure, Remarks:Collimated whole brain 20 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-3|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:20,Unit:grays,Application:External exposure, Remarks:Collimated whole brain 20 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-4|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:25,Unit:grays,Application:External exposure, Remarks:Collimated whole brain 20 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-5|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:30,Unit:grays,Application:External exposure, Remarks:Collimated whole brain 20 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-6|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:40,Unit:grays,Application:External exposure, Remarks:Collimated whole brain 20 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-7|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:15,Unit:grays,Application:External exposure, Remarks:Collimated hemisphere 8x3 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-8|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:20,Unit:grays,Application:External exposure, Remarks:Collimated hemisphere 8x3 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-9|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:25,Unit:grays,Application:External exposure, Remarks:Collimated hemisphere 8x3 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-10|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:30,Unit:grays,Application:External exposure, Remarks:Collimated hemisphere 8x3 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
2-19-11|n/a,n/a|Sequence:1, Age:120,Type:gamma-rays local,Quantity:40,Unit:grays,Application:External exposure, Remarks:Collimated hemisphere 8x3 mm|7 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Both|Young Adult|Lifespan  brain weight histology, metabolism|No information on individuals available for this study
		
