Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-1|1|336|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-2|1|357|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-3|1|413|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-4|1|504|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-5|1|602|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-6|1|623|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-7|1|623|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-8|1|665|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors 
|11-2-1-9|1|693|Neoplasia malignant|Mammary gland,MA: 0000145 - mammary gland| Nipple 5 Size  1,MPATH: 268 - adenocarcinoma|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-10|1|700|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-11|1|700|Neoplasia malignant|Mammary gland,MA: 0000145 - mammary gland| Nipple 6 Size  6,MPATH: 268 - adenocarcinoma|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-12|1|707|Neoplasia benign|Mammary gland,MA: 0000145 - mammary gland| Nipple 6 Size  9,MPATH: 266 - fibroadenoma|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-13|1|777|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-14|1|798|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-15|1|833|Other deterministic changes|Mammary gland|n/a|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-16|1|847|Neoplasia benign|Mammary gland,MA: 0000145 - mammary gland| Nipple 6 Size  9,MPATH: 266 - fibroadenoma|
11-2-1|WaD-Gy 0,BW00_007.0A1ATOM|1| 56|none (controls)|0|grays|not applicable or not supplied| n/a|44 (44 in ERA)|Rat|Rat, WAG/RIJ|Female|Young Adult|visible/palpable tumors|11-2-1-17|1|861|Other deterministic changes|Mammary gland|n/a|
