Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-1|1|74|Other deterministic changes|Whole body|n/a|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-2|1|74|Other deterministic changes|Whole body|n/a|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-3|1|76|Other deterministic changes|Whole body|n/a|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology 
|3-4-1-4|1|109|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-5|1|202|Other deterministic changes|Whole body|n/a|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-6|1|206|Other deterministic changes|Whole body|n/a|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-7|1|235|Other deterministic changes|Whole body|n/a|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-8|1|242|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
3-4-1|X-Gy 0,n/a|1| 92|none (controls)|0|grays|External exposure| X-ray control|561 (561 in ERA)|Mouse|Mouse, BC3F1 (C57Bl/CnexC3H/Cne)F|Male|Young Adult|Lifespan study with macroscopic/microscopic pathology|3-4-1-9|1|297|Neoplasia systemic|Haematolymphatic system,MA: 0002434 - hematopoietic system|,MPATH: 513 - Lymphoid neoplasms|
