Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
2-16-1|Ga-14pc-Gy 1.5,n/a|Sequence:1, Age:-8,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:14 days post conception|10 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-2|Ga-15pc-Gy 1.5,n/a|Sequence:1, Age:-7,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:15 days post conception|34 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-3|Ga-16pc-Gy 1.5,n/a|Sequence:1, Age:-6,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:16 days post conception|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-4|Ga-17pc-Gy 1.5,n/a|Sequence:1, Age:-5,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:17 days post conception|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-5|Ga-18pc-Gy 1.5,n/a|Sequence:1, Age:-4,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:18 days post conception|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-6|Ga-19pc-Gy 1.5,n/a|Sequence:1, Age:-3,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:19 days post conception, 0.1Gy/min|9 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-7|Ga-20pc-Gy 1.5,n/a|Sequence:1, Age:-2,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:20 days post conception|16 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-8|Ga-21pc-Gy 1.5,n/a|Sequence:1, Age:-1,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:21 days post conception|8 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Foetal|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-9|Ga-0pc-Gy 1.5,n/a|Sequence:1, Age:0,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:0 days after birth|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
2-16-10|Ga-1pc-Gy 1.5,n/a|Sequence:1, Age:0,Type:gamma-rays Co-60,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:0 days after birth|12 (0 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Birth|Testes assayed at sacrifice at 3 months age|No information on individuals available for this study
