Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study 
|2-6-1-1|1|210|Inflammation and/or fibrotic diseases|Lower respiratory system,MA: 0000415 - lung|,MPATH: 215 - granulomatous inflammation|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-2|1|210|Inflammation and/or fibrotic diseases|Other local manifestations and miscellaneus,MA: 0000003 - organ system|,MPATH: 213 - acute inflammation|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-3|1|254|Hyperplastic changes|Lower respiratory system|n/a|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-4|1|258|Hyperplastic changes|Lower respiratory system|n/a|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-5|1|264|Hyperplastic changes|Lower respiratory system|n/a|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-6|1|270|Hyperplastic changes|Lower respiratory system|n/a|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-7|1|283|Other deterministic changes|Other local manifestations and miscellaneus|n/a|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-8|1|287|Neoplasia malignant|Lower respiratory system|n/a|
2-6-1|Rn-Fe-WL 5600,9-2 2/73|1| 77|Rn-222 gas|5600|working level months|Inhalation| inhaled over 3 m at 4800 WL|10 (10 in ERA)|Rat|Rat, Sprague-Dawley SPF|Male|Young Adult|Lifespan study|2-6-1-9|1|316|Other deterministic changes|Whole body|n/a|
