Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
17-9-1|n/a,n/a|Sequence:1, Age:900,Type:erythropoietine,Quantity:200,Unit:code was present in 2006 version of db, translation unknown,Application:Injection, subcutaneously, Remarks:day 3 to 21 after TBI recombinant human erythropoietine|1 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-2|n/a,n/a|Sequence:1, Age:900,Type:colony stimulat. factor,Quantity:30,Unit:milligrams per g animal,Application:External exposure, Remarks:rhGM-CSF 30g/kg 2 inject. for 5 days starting 1 day after exposure|1 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-3|n/a,n/a|Sequence:1, Age:900,Type:interleukine-1,Quantity:2.5,Unit:milligrams per g animal,Application:Injection, intravenous, Remarks:rhIL-1 2.5 g/kg for 5 days starting 1 day after exposure|1 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-4|n/a,n/a|Sequence:1, Age:900,Type:X-rays whole body,Quantity:2.4,Unit:grays,Application:External exposure, Remarks:age 12-48 months|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-4|n/a,n/a|Sequence:2, Age:900,Type:colony stimulat. factor,Quantity:30,Unit:milligrams per g animal,Application:Injection, subcutaneously, Remarks:rhGM-CSF 30g/kg for 5 days starting 1 day after exposure|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-4|n/a,n/a|Sequence:3, Age:900,Type:erythropoietine,Quantity:300,Unit:code was present in 2006 version of db, translation unknown,Application:Injection, subcutaneously, Remarks:day 3 to 21 after TBI recombinant human erythropoietine|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-5|n/a,n/a|Sequence:1, Age:900,Type:X-rays whole body,Quantity:2.4,Unit:grays,Application:External exposure, Remarks:age 12-48 months|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-5|n/a,n/a|Sequence:2, Age:900,Type:colony stimulat. factor,Quantity:30,Unit:milligrams per g animal,Application:Injection, subcutaneously, Remarks:rhGM-CSF 30g/kg 2 inject. for 5 days starting 1 day after exposure|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-5|n/a,n/a|Sequence:3, Age:900,Type:erythropoietine,Quantity:300,Unit:code was present in 2006 version of db, translation unknown,Application:Injection, subcutaneously, Remarks:day 3 to 21 after TBI recombinant human erythropoietine|2 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
17-9-6|n/a,n/a|Sequence:1, Age:900,Type:X-rays whole body,Quantity:2.4,Unit:grays,Application:External exposure, Remarks:age 12-48 months|3 (0 in ERA)|Dog|Dog, Beagle|Both|Adult|Sacrifice 360 d after TBI, different hematological parameters including determinations of GM-CFC in the bone marrow and blood and colony stimulating activity (CSA) and rhEpo in the serum; sequential studies over 1 year after the exposure|No information on individuals available for this study
