Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
13-23-1|Sr-ig-MBq 0,n/a|Sequence:1, Age:n/a,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|80 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-2|Sr-ig-MBq 0.37,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:0.37,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:0.37 Gy in food from d 21 p.C. to age 540 d|78 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-3|Sr-ig-MBq 1.48,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:1.48,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:1.16 Gy in food from d 21 p.C. to age 540 d|40 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-4|Sr-ig-MBq 8.88,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:8.88,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:6.72 Gy in food from d 21 p.C. to age 540 d|65 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-5|Sr-ig-MBq 2.59,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:25.9,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:21.98 Gy in food from d 21 p.C. to age 540 d|65 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-6|Sr-ig-MBq 81.4,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:81.4,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:48.08 Gy in food from d 21 p.C. to age 540 d|61 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-7|Sr-ig-MBq 240.5,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:240.5,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:79.07 Gy in food from d 21 p.C. to age 540 d|60 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-8|Sr-ig-MBq 717.8,n/a|Sequence:1, Age:-30,Type:Sr-90 nitrate,Quantity:717.8,Unit:total megabecquerels ingested,Application:Ingestion in food or water, Remarks:107.16 Gy in food from d 21 p.C. to age 540 d|8 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-9|Sr-ij-kBq 1.269,n/a|Sequence:1, Age:540,Type:Sr-90 nitrate,Quantity:1.369,Unit:kilobecquerels per animal,Application:Injection, intravenous, Remarks:20 Gy iv inject.|20 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-23-10|Sr-ij-kBq 3.83,n/a|Sequence:1, Age:540,Type:Sr-90 nitrate,Quantity:3.83,Unit:kilobecquerels per animal,Application:Injection, intravenous, Remarks:52.38 Gy iv inject.|25 (0 in ERA)|Dog|Dog, Beagle|Male|Prenatal|Lifespan study macro/microscopic pathology|No information on individuals available for this study
		
