Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
1011-2-1|n/a,n/a|Sequence:1, Age:n/a,Type:none (controls),Quantity:0,Unit:grays,Application:External exposure, Remarks:n/a|120 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-2|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:0.6,Unit:grays,Application:External exposure, Remarks:acute X-rays  37.2 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-3|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:1.2,Unit:grays,Application:External exposure, Remarks:acute X-rays  37.2 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-4|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:acute X-rays  37.2 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-5|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.7,Unit:grays,Application:External exposure, Remarks:acute X-rays  37.2 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-6|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:acute gamma-rays  26.3 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-7|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:acute gamma-rays  26.3 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-8|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:2,Unit:grays,Application:External exposure, Remarks:acute gamma-rays  26.3 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-9|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:acute gamma-rays  26.3 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-10|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:0.6,Unit:grays,Application:External exposure, Remarks:chronic gamma-rays  0.0076 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-11|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:1.1,Unit:grays,Application:External exposure, Remarks:chronic gamma-rays  0.0076 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-12|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:2.3,Unit:grays,Application:External exposure, Remarks:chronic gamma-rays  0.0076 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-13|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:3.4,Unit:grays,Application:External exposure, Remarks:chronic gamma-rays  0.0076 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-14|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:intermediate gamma-rays  2.04 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
1011-2-15|n/a,n/a|Sequence:1, Age:n/a,Type:gamma-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:intermediate gamma-rays 0.167 Gy/hr|60 (0 in ERA)|Rat|Rat Sprague Dawley|Female|Unknown|Rats in each group were allowed to live until the cumulative number of animals with at least one mammary tumor exceeded 50% of those at risk. Mammary tumor development was monitored by palpation every 2-3 w; tumors were excised and classified histologically upon reaching 2.5 cm diameter. |No information on individuals available for this study
		
