Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
13-5-1|n/a,n/a|Sequence:1, Age:-11,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 2 days|No information on individuals available for this study
13-5-2|n/a,n/a|Sequence:1, Age:-11,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 14 days|No information on individuals available for this study
13-5-3|n/a,n/a|Sequence:1, Age:-11,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 28 days|No information on individuals available for this study
13-5-4|n/a,n/a|Sequence:1, Age:-11,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 56 days|No information on individuals available for this study
13-5-5|n/a,n/a|Sequence:1, Age:-6,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:pregnant day 16|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 28 days|No information on individuals available for this study
13-5-6|n/a,n/a|Sequence:1, Age:-11,Type:Sr-90 nitrate,Quantity:740,Unit:kilobecquerels per g animal,Application:Injection, intravenous, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 2 days|No information on individuals available for this study
13-5-7|n/a,n/a|Sequence:1, Age:-11,Type:Sr-90 nitrate,Quantity:740,Unit:kilobecquerels per g animal,Application:Injection, intravenous, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 14 days|No information on individuals available for this study
13-5-8|n/a,n/a|Sequence:1, Age:-11,Type:Sr-90 nitrate,Quantity:740,Unit:kilobecquerels per g animal,Application:Injection, intravenous, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Foetal|assayed age 28 days|No information on individuals available for this study
13-5-9|n/a,n/a|Sequence:1, Age:-11,Type:Sr-90 nitrate,Quantity:740,Unit:kilobecquerels per g animal,Application:Injection, intravenous, Remarks:pregnant day 11|5 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 56 days|No information on individuals available for this study
13-5-10|n/a,n/a|Sequence:1, Age:-6,Type:Sr-90 nitrate,Quantity:740,Unit:kilobecquerels per g animal,Application:Injection, intravenous, Remarks:pregnant day 16|8 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Female|Organogenese|assayed age 28 days|No information on individuals available for this study
